학제,학교명,지역,설립,재적학생수
전문대학,한국철도대학,경기,국립,180 
전문대학,강원도립대학,강원,공립,1658 
전문대학,경남도립거창대학,경남,공립,1614 
전문대학,경남도립남해대학,경남,공립,1639 
전문대학,경북도립대학교,경북,공립,1389 
전문대학,충북도립대학,충북,공립,1815 
전문대학,충남도립대학교,충남,공립,1747 
전문대학,한국복지대학교,경기,국립,735 
전문대학,가톨릭상지대학교,경북,사립,2859 
전문대학,군산간호대학교,전북,사립,1241 
전문대학,거제대학교,경남,사립,2525 
전문대학,경남정보대학교,부산,사립,11748 
전문대학,호산대학교,경북,사립,2832 
전문대학,경민대학교,경기,사립,8154 
전문대학,대구미래대학교,경북,사립,1430 
전문대학,영남외국어대학,경북,사립,1070 
전문대학,경북전문대학교,경북,사립,4290 
전문대학,경복대학교,경기,사립,8672 
전문대학,경인여자대학교,인천,사립,5309 
전문대학,서라벌대학교,경북,사립,1270 
전문대학,계명문화대학교,대구,사립,8149 
전문대학,계원예술대학교,경기,사립,4361 
전문대학,광양보건대학교,전남,사립,2439 
전문대학,광주보건대학교,광주,사립,5376 
전문대학,구미대학교,경북,사립,8306 
전문대학,서해대학,전북,사립,2084 
전문대학,군장대학교,전북,사립,3028 
전문대학,강동대학교,충북,사립,7079 
전문대학,고구려대학교,전남,사립,2364 
전문대학,기독간호대학교,광주,사립,713 
전문대학,전주기전대학,전북,사립,2203 
전문대학,김천과학대학교,경북,사립,1659 
전문대학,김포대학교,경기,사립,5189 
전문대학,농협대학교,경기,사립,581 
전문대학,대경대학교,경북,사립,5811 
전문대학,대구공업대학교,대구,사립,4165 
전문대학,대구보건대학교,대구,사립,9370 
전문대학,수성대학교,대구,사립,5884 
전문대학,대구과학대학교,대구,사립,6123 
전문대학,대동대학교,부산,사립,2065 
전문대학,대림대학교,경기,사립,11356 
전문대학,대원대학교,충북,사립,4118 
전문대학,동서울대학교,경기,사립,9282 
전문대학,대전보건대학교,대전,사립,8450 
전문대학,우송정보대학,대전,사립,7933 
전문대학,대전과학기술대학교,대전,사립,6336 
전문대학,아주자동차대학,충남,사립,2550 
전문대학,인천재능대학교,인천,사립,6322 
전문대학,경북과학대학교,경북,사립,2695 
전문대학,동남보건대학교,경기,사립,6309 
전문대학,동부산대학교,부산,사립,4237 
전문대학,동강대학교,광주,사립,4449 
전문대학,동아방송예술대학교,경기,사립,4530 
전문대학,동아인재대학교,전남,사립,2357 
전문대학,동양미래대학교,서울,사립,11948 
전문대학,동우대학,강원,사립,162 
전문대학,동원대학교,경기,사립,6254 
전문대학,동의과학대학교,부산,사립,10967 
전문대학,동주대학교,부산,사립,5658 
전문대학,두원공과대학교,경기,사립,10228 
전문대학,마산대학교,경남,사립,8429 
전문대학,명지전문대학,서울,사립,10474 
전문대학,목포과학대학교,전남,사립,4604 
전문대학,문경대학교,경북,사립,1103 
전문대학,배화여자대학교,서울,사립,3460 
전문대학,백제예술대학교,전북,사립,2781 
전문대학,부산경상대학교,부산,사립,4797 
전문대학,부산여자대학교,부산,사립,3130 
전문대학,부산과학기술대학교,부산,사립,10296 
전문대학,부천대학교,경기,사립,11695 
전문대학,삼육보건대학교,서울,사립,1522 
전문대학,상지영서대학교,강원,사립,6334 
전문대학,서영대학교,광주,사립,8634 
전문대학,서울여자간호대학교,서울,사립,1017 
전문대학,서울예술대학교,경기,사립,4306 
전문대학,서일대학교,서울,사립,9916 
전문대학,성덕대학교,경북,사립,1409 
전문대학,성심외국어대학,부산,사립,1249 
전문대학,송원대학,광주,사립,24 
전문대학,수원여자대학교,경기,사립,4878 
전문대학,수원과학대학교,경기,사립,9917 
전문대학,순천제일대학교,전남,사립,5187 
전문대학,청암대학교,전남,사립,3688 
전문대학,숭의여자대학교,서울,사립,3861 
전문대학,신구대학교,경기,사립,9393 
전문대학,신성대학교,충남,사립,6942 
전문대학,신흥대학교,경기,사립,3453 
전문대학,안동과학대학교,경북,사립,4249 
전문대학,신안산대학교,경기,사립,7048 
전문대학,안산대학교,경기,사립,6091 
전문대학,연성대학교,경기,사립,10989 
전문대학,동원과학기술대학교,경남,사립,3699 
전문대학,여주대학교,경기,사립,9185 
전문대학,연암공업대학,경남,사립,3051 
전문대학,천안연암대학,충남,사립,1698 
전문대학,영남이공대학교,대구,사립,10102 
전문대학,강릉영동대학교,강원,사립,5120 
전문대학,세경대학교,강원,사립,1253 
전문대학,영진전문대학,대구,사립,13675 
전문대학,오산대학교,경기,사립,8470 
전문대학,용인송담대학교,경기,사립,6791 
전문대학,울산과학대학교,울산,사립,8454 
전문대학,한국영상대학교,세종,사립,5195 
전문대학,원광보건대학교,전북,사립,6630 
전문대학,유한대학교,경기,사립,9025 
전문대학,인덕대학교,서울,사립,9891 
전문대학,인하공업전문대학,인천,사립,12190 
전문대학,장안대학교,경기,사립,9361 
전문대학,적십자간호대학,서울,사립,3 
전문대학,전남과학대학교,전남,사립,5064 
전문대학,전주비전대학교,전북,사립,5202 
전문대학,전북과학대학교,전북,사립,1777 
전문대학,제주관광대학교,제주,사립,3710 
전문대학,제주산업정보대학,제주,사립,17 
전문대학,조선이공대학교,광주,사립,7134 
전문대학,조선간호대학교,광주,사립,915 
전문대학,충북보건과학대학교,충북,사립,4299 
전문대학,진주보건대학교,경남,사립,3354 
전문대학,창신대학,경남,사립,274 
전문대학,창원문성대학,경남,사립,8413 
전문대학,백석문화대학교,충남,사립,9243 
전문대학,청강문화산업대학교,경기,사립,5192 
전문대학,춘해보건대학교,울산,사립,3117 
전문대학,대덕대학교,대전,사립,7403 
전문대학,충청대학교,충북,사립,8233 
전문대학,강원관광대학교,강원,사립,1830 
전문대학,국제대학교,경기,사립,7141 
전문대학,선린대학교,경북,사립,3738 
전문대학,포항대학교,경북,사립,3497 
전문대학,제주한라대학교,제주,사립,8862 
전문대학,한림성심대학교,강원,사립,5409 
전문대학,한양여자대학교,서울,사립,7407 
전문대학,한영대학,전남,사립,1554 
전문대학,혜전대학교,충남,사립,4523 
전문대학,경기과학기술대학교,경기,사립,7703 
전문대학,부산예술대학교,부산,사립,1200 
전문대학,전남도립대학교,전남,공립,2209 
전문대학,송호대학교,강원,사립,1577 
전문대학,한국관광대학교,경기,사립,3030 
전문대학,서정대학교,경기,사립,8375 
전문대학,송곡대학교,강원,사립,997 
전문대학,웅지세무대학교,경기,사립,3061 
전문대학,김해대학교,경남,사립,1863 
전문대학,한국승강기대학교,경남,사립,1264 
전문대학,한국농수산대학,전북,국립,1342 
전문대학,한국골프대학,강원,사립,601 
교육대학,공주교육대학교,충남,국립,1570 
교육대학,광주교육대학교,광주,국립,1446 
교육대학,대구교육대학교,대구,국립,1710 
교육대학,부산교육대학교,부산,국립,1617 
교육대학,서울교육대학교,서울,국립,1600 
교육대학,경인교육대학교,인천,국립,1300 
교육대학,경인교육대학교,경기,국립,1362 
교육대학,전주교육대학교,전북,국립,1235 
교육대학,진주교육대학교,경남,국립,1398 
교육대학,청주교육대학교,충북,국립,1285 
교육대학,춘천교육대학교,강원,국립,1444 
대학교,강릉원주대학교,강원,국립,8883 
대학교,강릉원주대학교,강원,국립,2963 
대학교,강원대학교,강원,국립,22940 
대학교,강원대학교,강원,국립,11176 
대학교,경북대학교,대구,국립,33144 
대학교,경상대학교,경남,국립,21408 
대학교,공주대학교,충남,국립,19221 
대학교,군산대학교,전북,국립,11699 
대학교,금오공과대학교,경북,국립,10230 
대학교,목포대학교,전남,국립,11325 
대학교,목포해양대학교,전남,국립,3121 
대학교,부경대학교,부산,국립,24684 
대학교,부산대학교,부산,국립,30148 
대학교,서울대학교,서울,국립대법인,21068 
대학교,순천대학교,전남,국립,11005 
대학교,안동대학교,경북,국립,10166 
대학교,전남대학교,광주,국립,24003 
대학교,전남대학교,전남,국립,4943 
대학교,전북대학교,전북,국립,27327 
대학교,제주대학교,제주,국립,16303 
대학교,창원대학교,경남,국립,12681 
대학교,충남대학교,대전,국립,25492 
대학교,충북대학교,충북,국립,20635 
대학교,한국교원대학교,충북,국립,2760 
대학교,한국체육대학교,서울,국립,3220 
대학교,한국해양대학교,부산,국립,9259 
대학교,한국교통대학교,충북,국립,12392 
대학교,경남과학기술대학교,경남,국립,6563 
대학교,서울과학기술대학교,서울,국립,9786 
대학교,한경대학교,경기,국립,5580 
대학교,한밭대학교,대전,국립,8686 
대학교,서울시립대학교,서울,공립,13331 
대학교,인천대학교,인천,국립대법인,18149 
대학교,가야대학교,경남,사립,3350 
대학교,가야대학교,경북,사립,3 
대학교,가톨릭대학교,경기,사립,10174 
대학교,가톨릭대학교,서울,사립,473 
대학교,가톨릭대학교,서울,사립,281 
대학교,감리교신학대학교,서울,사립,1182 
대학교,강남대학교,경기,사립,10020 
대학교,건국대학교,서울,사립,22559 
대학교,건국대학교,충북,사립,12182 
대학교,건양대학교,충남,사립,6347 
대학교,건양대학교,대전,사립,3970 
대학교,경기대학교,경기,사립,17614 
대학교,경기대학교,서울,사립,3161 
대학교,경남대학교,경남,사립,19201 
대학교,경동대학교,강원,사립,5140 
대학교,경동대학교,강원,사립,419 
대학교,경동대학교,강원,사립,1644 
대학교,경동대학교,경기,사립,877 
대학교,대구한의대학교,경북,사립,9795 
대학교,경성대학교,부산,사립,18844 
대학교,가천대학교,경기,사립,26411 
대학교,경일대학교,경북,사립,10189 
대학교,경주대학교,경북,사립,4101 
대학교,경희대학교,서울,사립,34319 
대학교,계명대학교,대구,사립,33568 
대학교,고려대학교,서울,사립,27092 
대학교,고려대학교 세종캠퍼스,세종,사립,10412 
대학교,고신대학교,부산,사립,5442 
대학교,가톨릭관동대학교,강원,사립,13951 
대학교,광신대학교,광주,사립,598 
대학교,광운대학교,서울,사립,12530 
대학교,광주가톨릭대학교,전남,사립,138 
대학교,광주여자대학교,광주,사립,4252 
대학교,국민대학교,서울,사립,21746 
대학교,그리스도대학교,서울,사립,1933 
대학교,극동대학교,충북,사립,5878 
대학교,나사렛대학교,충남,사립,7828 
대학교,단국대학교,경기,사립,16946 
대학교,단국대학교,충남,사립,16981 
대학교,대구대학교,경북,사립,28451 
대학교,대구예술대학교,경북,사립,2110 
대학교,대구가톨릭대학교,경북,사립,19566 
대학교,세한대학교,전남,사립,4640 
대학교,세한대학교,충남,사립,1214 
대학교,대신대학교,경북,사립,579 
대학교,대전가톨릭대학교,세종,사립,105 
대학교,대전대학교,대전,사립,13860 
대학교,대진대학교,경기,사립,11100 
대학교,서울기독대학교,서울,사립,819 
대학교,덕성여자대학교,서울,사립,7181 
대학교,동국대학교,서울,사립,19143 
대학교,동국대학교,경북,사립,11813 
대학교,동덕여자대학교,서울,사립,9218 
대학교,동서대학교,부산,사립,16037 
대학교,동신대학교,전남,사립,9631 
대학교,동아대학교,부산,사립,29491 
대학교,동양대학교,경북,사립,6535 
대학교,동의대학교,부산,사립,22843 
대학교,루터대학교,경기,사립,509 
대학교,명지대학교 인문캠퍼스,서울,사립,10576 
대학교,명지대학교 자연캠퍼스,경기,사립,10377 
대학교,목원대학교,대전,사립,12514 
대학교,배재대학교,대전,사립,12430 
대학교,부산가톨릭대학교,부산,사립,5256 
대학교,부산외국어대학교,부산,사립,13754 
대학교,삼육대학교,서울,사립,7731 
대학교,상명대학교,서울,사립,9670 
대학교,상명대학교,충남,사립,8508 
대학교,상지대학교,강원,사립,11418 
대학교,서강대학교,서울,사립,11199 
대학교,서경대학교,서울,사립,9187 
대학교,서남대학교,전북,사립,1136 
대학교,서남대학교,충남,사립,1382 
대학교,서울신학대학교,경기,사립,2918 
대학교,서울여자대학교,서울,사립,9230 
대학교,서울장신대학교,경기,사립,679 
대학교,서원대학교,충북,사립,9715 
대학교,선문대학교,충남,사립,14016 
대학교,성결대학교,경기,사립,7540 
대학교,성공회대학교,서울,사립,3261 
대학교,성균관대학교,서울,사립,26327 
대학교,성신여자대학교,서울,사립,11739 
대학교,세명대학교,충북,사립,12453 
대학교,세종대학교,서울,사립,15955 
대학교,수원가톨릭대학교,경기,사립,206 
대학교,수원대학교,경기,사립,14978 
대학교,숙명여자대학교,서울,사립,12847 
대학교,순천향대학교,충남,사립,14690 
대학교,숭실대학교,서울,사립,18715 
대학교,신라대학교,부산,사립,13475 
대학교,아세아연합신학대학교,경기,사립,1053 
대학교,아주대학교,경기,사립,14141 
대학교,안양대학교,경기,사립,6674 
대학교,안양대학교,인천,사립,728 
대학교,연세대학교,서울,사립,25989 
대학교,연세대학교 원주캠퍼스,강원,사립,10986 
대학교,영남대학교,경북,사립,33245 
대학교,영남신학대학교,경북,사립,577 
대학교,영동대학교,충북,사립,5967 
대학교,영산선학대학교,전남,사립,56 
대학교,용인대학교,경기,사립,9087 
대학교,우석대학교,전북,사립,10645 
대학교,울산대학교,울산,사립,19706 
대학교,원광대학교,전북,사립,24351 
대학교,위덕대학교,경북,사립,4133 
대학교,을지대학교,대전,사립,877 
대학교,을지대학교,경기,사립,5579 
대학교,이화여자대학교,서울,사립,17589 
대학교,인제대학교,경남,사립,13045 
대학교,인제대학교 ,부산,사립,933 
대학교,인천가톨릭대학교,인천,사립,119 
대학교,인천가톨릭대학교,인천,사립,860 
대학교,인하대학교,인천,사립,26523 
대학교,장로회신학대학교,서울,사립,909 
대학교,전주대학교,전북,사립,16972 
대학교,조선대학교,광주,사립,29690 
대학교,중부대학교,충남,사립,12867 
대학교,중앙대학교 서울캠퍼스,서울,사립,22871 
대학교,중앙대학교 안성캠퍼스,경기,사립,10367 
대학교,중앙승가대학교,경기,사립,227 
대학교,백석대학교,충남,사립,17581 
대학교,청주대학교,충북,사립,18249 
대학교,총신대학교,서울,사립,2474 
대학교,추계예술대학교,서울,사립,1567 
대학교,침례신학대학교,대전,사립,2037 
대학교,칼빈대학교,경기,사립,555 
대학교,탐라대학교,제주,사립,29 
대학교,평택대학교,경기,사립,5266 
대학교,차의과학대학교,경기,사립,2222 
대학교,포항공과대학교,경북,사립,1716 
대학교,한국기술교육대학교,충남,사립,6551 
대학교,한국성서대학교,서울,사립,1377 
대학교,한국외국어대학교,서울,사립,22961 
대학교,한국항공대학교,경기,사립,6180 
대학교,한남대학교,대전,사립,18422 
대학교,한동대학교,경북,사립,5599 
대학교,한라대학교,강원,사립,6052 
대학교,한림대학교,강원,사립,11944 
대학교,한서대학교,충남,사립,10106 
대학교,한성대학교,서울,사립,10054 
대학교,한세대학교,경기,사립,3646 
대학교,한신대학교,경기,사립,7788 
대학교,한양대학교,서울,사립,21207 
대학교,한양대학교,경기,사립,12910 
대학교,한영신학대학교,서울,사립,990 
대학교,한일장신대학교,전북,사립,1102 
대학교,협성대학교,경기,사립,6107 
대학교,호남대학교,광주,사립,10217 
대학교,호남신학대학교,광주,사립,825 
대학교,호서대학교,충남,사립,18089 
대학교,홍익대학교,서울,사립,16711 
대학교,홍익대학교 세종캠퍼스,세종,사립,9190 
대학교,꽃동네대학교,충북,사립,633 
대학교,남부대학교,광주,사립,4068 
대학교,예원예술대학교,전북,사립,714 
대학교,예원예술대학교 양주캠퍼스,경기,사립,642 
대학교,한중대학교,강원,사립,1825 
대학교,목포가톨릭대학교,전남,사립,607 
대학교,부산장신대학교,경남,사립,334 
대학교,금강대학교,충남,사립,743 
대학교,대구외국어대학교,경북,사립,492 
대학교,예수대학교,전북,사립,625 
대학교,한국국제대학교,경남,사립,5224 
대학교,한북대학교,경기,사립,1424 
대학교,광주대학교,광주,사립,10048 
대학교,신경대학교,경기,사립,1499 
대학교,동명대학교,부산,사립,13497 
대학교,영산대학교,경남,사립,4364 
대학교,영산대학교,부산,사립,5148 
대학교,대전신학대학교,대전,사립,242 
대학교,중원대학교,충북,사립,4713 
대학교,우송대학교,대전,사립,12569 
대학교,김천대학교,경북,사립,4942 
대학교,한려대학교,전남,사립,840 
대학교,송원대학교,광주,사립,3098 
대학교,경운대학교,경북,사립,5298 
대학교,남서울대학교,충남,사립,10297 
대학교,초당대학교,전남,사립,3635 
대학교,한국산업기술대학교,경기,사립,7054 
대학교,제주국제대학교,제주,사립,1591 
대학교,창신대학교,경남,사립,1487 
대학교,신한대학교 ,경기,사립,857 
대학교,신한대학교 ,경기,사립,3219 
대학교,울산과학기술대학교,울산,국립대법인,4146 
대학교,한국과학기술원,대전,특별법법인,4625 
대학교,광주과학기술원,광주,특별법법인,616 
대학교,대구경북과학기술원,대구,특별법법인,367 
대학교,한국전통문화대학교,충남,특별법국립,751 
산업대학,한밭대학교,대전,국립,4629 
산업대학,서울과학기술대학교,서울,국립,5930 
산업대학,한경대학교,경기,국립,2994 
산업대학,진주산업대학교,경남,국립,1309 
산업대학,한국교통대학교,충북,국립,767 
산업대학,한국산업기술대학교,경기,사립,3413 
산업대학,남서울대학교,충남,사립,4649 
산업대학,영산대학교(산업대),경남,사립,20 
산업대학,영산대학교(산업대),부산,사립,17 
산업대학,우송대학교,대전,사립,2 
산업대학,호원대학교,전북,사립,7830 
산업대학,초당대학교,전남,사립,1895 
산업대학,청운대학교,충남,사립,9393 
산업대학,경운대학교,경북,사립,1831 
기술대학,정석대학,서울,사립,122 
각종대학(전문),구세군사관학교,경기,사립,9 
각종대학(대학),대전신학교,대전,사립,11 
각종대학(대학),순복음총회신학교,충북,사립,305 
각종대학(대학),한국예술종합학교,서울,특별법국립,3173 
원격대학(전문),세계사이버대학,경기,사립,2195 
원격대학(대학),영남사이버대학교,경북,사립,1080 
사내대학(전문),삼성중공업공과대학,경남,사립,80 
사내대학(전문),SPC식품과학대학,서울,사립,52 
사내대학(전문),대우조선해양공과대학,경남,사립,124 
사내대학(전문),현대중공업공과대학,울산,사립,123 
사내대학(전문),포스코기술대학,경북,사립,55 
사내대학(전문),포스코기술대학,전남,사립,40 
사내대학(대학),삼성전자공과대학교,경기,사립,91 
사내대학(대학),KDB금융대학교,서울,사립,113 
사내대학(대학),LH토지주택대학교,대전,사립,104 
사이버대학(대학),경희사이버대학교,서울,사립,10130 
사이버대학(대학),국제사이버대학교,경기,사립,2767 
사이버대학(대학),대구사이버대학교,경북,사립,4797 
사이버대학(대학),부산디지털대학교,부산,사립,3174 
사이버대학(대학),서울디지털대학교,서울,사립,12462 
사이버대학(대학),서울사이버대학교,서울,사립,12626 
사이버대학(대학),세종사이버대학교 ,서울,사립,6466 
사이버대학(대학),열린사이버대학교,서울,사립,3109 
사이버대학(대학),원광디지털대학교,전북,사립,5125 
사이버대학(대학),고려사이버대학교,서울,사립,11884 
사이버대학(대학),숭실사이버대학교,서울,사립,5783 
사이버대학(대학),디지털서울문화예술대학교,서울,사립,4556 
사이버대학(대학),한양사이버대학교,서울,사립,15917 
사이버대학(대학),사이버한국외국어대학교,서울,사립,6566 
사이버대학(대학),화신사이버대학교,부산,사립,1292 
사이버대학(대학),글로벌사이버대학교,충남,사립,2623 
사이버대학(대학),건양사이버대학교,대전,사립,2647 
사이버대학(전문),영진사이버대학,대구,사립,3690 
사이버대학(전문),한국복지사이버대학,경북,사립,1914 
전공대학,국제예술대학,서울,사립,726 
전공대학,백석예술대학교,서울,사립,8562 
전공대학,정화예술대학,서울,사립,1801 
전공대학,정화예술대학,서울,사립,674 
기능대학,ICT폴리텍대학,경기,사립,651 
기능대학,한국폴리텍Ⅰ대학 서울정수캠퍼스,서울,사립,2269 
기능대학,한국폴리텍 I 대학 서울강서캠퍼스,서울,사립,1036 
기능대학,한국폴리텍 I 대학 성남캠퍼스,경기,사립,1835 
기능대학,한국폴리텍대학 인천캠퍼스,인천,사립,3674 
기능대학,한국폴리텍 II 안성캠퍼스,경기,사립,674 
기능대학,한국폴리텍 III 대학 춘천캠퍼스,강원,사립,592 
기능대학,한국폴리텍 III 대학 강릉캠퍼스,강원,사립,94 
기능대학,한국폴리텍 III 대학 원주캠퍼스,강원,사립,12 
기능대학,한국폴리텍 IV 대학 대전캠퍼스,대전,사립,1746 
기능대학,한국폴리텍 IV 대학 청주캠퍼스,충북,사립,1324 
기능대학,한국폴리텍 IV 대학 아산캠퍼스,충남,사립,963 
기능대학,한국폴리텍 IV 대학 홍성캠퍼스,충남,사립,436 
기능대학,한국폴리텍V대학 광주캠퍼스,광주,사립,1390 
기능대학,한국폴리텍 V 대학 김제캠퍼스,전북,사립,946 
기능대학,한국폴리텍V대학 목포캠퍼스,전남,사립,517 
기능대학,한국폴리텍대학 익산캠퍼스,전북,사립,90 
기능대학,한국폴리텍대학 대구캠퍼스,대구,사립,1778 
기능대학,한국폴리텍대학 구미캠퍼스,경북,사립,1044 
기능대학,한국폴리텍 Ⅵ 대학 영주캠퍼스,경북,사립,61 
기능대학,한국폴리텍대학 창원캠퍼스,경남,사립,2476 
기능대학,한국폴리텍Ⅶ대학 부산캠퍼스,부산,사립,1681 
기능대학,한국폴리텍 VII 대학 울산캠퍼스,울산,사립,1451 
기능대학,한국폴리텍대학바이오캠퍼스,충남,사립,580 
기능대학,한국폴리텍 섬유패션캠퍼스,대구,사립,506 
기능대학,한국폴리텍대학 항공캠퍼스,경남,사립,1047 
대학원대학,한국개발연구원국제정책대학원대학교,세종,사립,706 
대학원대학,대한신학대학원대학교,경기,사립,208 
대학원대학,베뢰아국제대학원대학교,서울,사립,102 
대학원대학,건신대학원대학교,대전,사립,178 
대학원대학,성산효대학원대학교,인천,사립,292 
대학원대학,원불교대학원대학교,전북,사립,65 
대학원대학,웨스트민스터신학대학원대학교,경기,사립,386 
대학원대학,합동신학대학원대학교,경기,사립,349 
대학원대학,횃불트리니티신학대학원대학교,서울,사립,524 
대학원대학,국제신학대학원대학교,서울,사립,353 
대학원대학,서울성경신학대학원대학교,서울,사립,68 
대학원대학,예일신학대학원대학교,서울,사립,112 
대학원대학,계약신학대학원대학교,경기,사립,33 
대학원대학,서울사회복지대학원대학교,서울,사립,92 
대학원대학,중앙신학대학원대학교,경기,사립,330 
대학원대학,국제법률경영대학원대학교,경기,사립,87 
대학원대학,국제영어대학원대학교,서울,사립,96 
대학원대학,국제뇌교육종합대학원대학교,충남,사립,257 
대학원대학,서울불교대학원대학교,서울,사립,184 
대학원대학,서울외국어대학원대학교,서울,사립,154 
대학원대학,서울벤처대학원대학교,서울,사립,267 
대학원대학,성서침례대학원대학교,경기,사립,72 
대학원대학,에스라성경대학원대학교,경기,사립,113 
대학원대학,개신대학원대학교,서울,사립,123 
대학원대학,과학기술연합대학원대학교,대전,기타,1103 
대학원대학,서울과학종합대학원대학교,서울,사립,373 
대학원대학,청심신학대학원대학교,경기,사립,76 
대학원대학,경안신학대학원대학교,경북,사립,83 
대학원대학,동방문화대학원대학교,서울,사립,248 
대학원대학,북한대학원대학교,서울,사립,199 
대학원대학,순복음대학원대학교,서울,사립,169 
대학원대학,실천신학대학원대학교,경기,사립,86 
대학원대학,한림국제대학원대학교,서울,사립,261 
대학원대학,인제대학원대학교,서울,사립,59 
대학원대학,한반도국제대학원대학교,서울,사립,104 
대학원대학,한독미디어대학원대학교,서울,사립,113 
대학원대학,용문상담심리대학원대학교,서울,사립,128 
대학원대학,한국상담대학원대학교,서울,사립,204 
대학원대학,서울제일대학원대학교,서울,사립,9 
대학원대학,주안대학원대학교,인천,사립,59 
대학원대학,한국전력국제원자력대학원대학교,울산,사립,106 
대학원대학,국제암대학원대학교,경기,특별법법인,44 
대학원대학,능인불교대학원대학교,경기,사립,47 
대학원대학,크리스찬치유상담대학원대학교,서울,사립,156 
대학원대학,구세군사관대학원대학교,경기,사립,35 
대학원대학,한국학대학원,경기,특별법법인,289 
대학부설대학원,강릉원주대학교대학원,강원,국립,353 
대학부설대학원,강릉원주대학교대학원,강원,국립,56 
대학부설대학원,강릉원주대학교경영정책과학대학원,강원,국립,42 
대학부설대학원,강릉원주대학교경영정책과학대학원,강원,국립,6 
대학부설대학원,강릉원주대학교교육대학원,강원,국립,203 
대학부설대학원,강릉원주대학교교육대학원,강원,국립,39 
대학부설대학원,강릉원주대학교산업대학원,강원,국립,17 
대학부설대학원,강릉원주대학교산업대학원,강원,국립,9 
대학부설대학원,강원대학교일반대학원,강원,국립,2386 
대학부설대학원,강원대학교 경영대학원,강원,국립,115 
대학부설대학원,강원대학교교육대학원,강원,국립,620 
대학부설대학원,강원대학교 산업과학대학원,강원,국립,152 
대학부설대학원,강원대학교산업대학원,강원,국립,114 
대학부설대학원,강원대학교법학전문대학원,강원,국립,125 
대학부설대학원,강원대학교 의학전문대학원,강원,국립,205 
대학부설대학원,강원대학교 정보과학ㆍ행정대학원,강원,국립,136 
대학부설대학원,강원대학교 법무전문대학원,강원,국립,1 
대학부설대학원,강원대학교 방재전문대학원,강원,국립,51 
대학부설대학원,강원대학교 녹색생명산업정책대학원,강원,국립,43 
대학부설대학원,경북대학교 일반대학원,대구,국립,4319 
대학부설대학원,경북대학교 경영대학원,대구,국립,381 
대학부설대학원,경북대학교 교육대학원,대구,국립,808 
대학부설대학원,경북대학교 국제대학원,대구,국립,93 
대학부설대학원,경북대학교 보건대학원,대구,국립,129 
대학부설대학원,경북대학교 산업대학원,대구,국립,285 
대학부설대학원,경북대학교 정책정보대학원,대구,국립,197 
대학부설대학원,경북대학교 행정대학원,대구,국립,177 
대학부설대학원,경북대학교 과학기술대학원,경북,국립,159 
대학부설대학원,경북대학교 법학전문대학원,대구,국립,418 
대학부설대학원,경북대학교 수사과학대학원,대구,국립,99 
대학부설대학원,경북대학교 의학전문대학원,대구,국립,448 
대학부설대학원,경북대학교 치의학전문대학원,대구,국립,244 
