년,월,일,시,SO2,NO2,CO,O3,PM10
2014,1,23,8,0.004,0.041,0.9,0.003,61
2014,1,23,9,0.004,0.038,0.9,0.004,57
2014,1,23,10,0.005,0.038,0.9,0.006,63
2014,1,23,11,0.006,0.04,0.9,0.007,72
2014,1,23,12,0.007,0.04,0.9,0.008,60
2014,1,23,13,0.007,0.042,0.8,0.01,72
2014,1,23,14,0.008,0.045,0.9,0.008,78
2014,1,23,15,0.007,0.044,0.8,0.008,63
2014,1,23,16,0.007,0.044,0.8,0.006,63
2014,1,23,17,0.006,0.045,0.8,0.005,57
2014,1,23,18,0.008,0.05,0.9,0.004,55
2014,1,23,19,0.009,0.053,1.1,0.003,57
2014,1,23,20,0.009,0.055,1.2,0.003,66
2014,1,23,21,0.009,0.058,1.2,0.003,86
2014,1,23,22,0.009,0.054,1.1,0.003,84
2014,1,23,23,0.008,0.053,1.1,0.003,77
2014,1,23,24,0.008,0.05,1,0.003,72
2014,1,24,1,0.007,0.048,1.1,0.003,75
2014,1,24,2,0.005,0.045,1,0.003,69
2014,1,24,3,0.005,0.042,1,0.004,70
2014,1,24,4,0.005,0.038,0.9,0.003,85
2014,1,24,5,0.005,0.037,0.8,0.003,75
2014,1,24,6,0.005,0.037,0.8,0.003,72
2014,1,24,7,0.006,0.038,0.8,0.003,63
2014,1,24,8,0.006,0.041,0.8,0.003,64
2014,1,24,9,0.006,0.042,0.8,0.003,59
2014,1,24,10,0.007,0.042,0.8,0.004,53
2014,1,24,11,0.007,0.042,0.8,0.004,68
2014,1,24,12,0.007,0.044,0.9,0.004,76
2014,1,24,13,0.008,0.047,1,0.005,67
2014,1,24,14,0.007,0.046,0.8,0.005,61
2014,1,24,15,0.007,0.046,0.8,0.005,57
2014,1,24,16,0.007,0.047,0.8,0.004,56
2014,1,24,17,0.006,0.044,0.7,0.004,53
2014,1,24,18,0.005,0.042,0.7,0.004,67
2014,1,24,19,0.006,0.044,0.7,0.003,65
2014,1,24,20,0.006,0.046,0.8,0.003,63
2014,1,24,21,0.006,0.048,1,0.003,64
2014,1,24,22,0.006,0.043,0.8,0.003,70
2014,1,24,23,0.005,0.039,0.8,0.003,58
2014,1,24,24,0.005,0.039,0.8,0.003,52
2014,1,25,1,0.005,0.038,0.8,0.003,55
2014,1,25,2,0.003,0.034,0.7,0.003,46
2014,1,25,3,0.002,0.031,0.6,0.004,47
2014,1,25,4,0.003,0.032,0.8,0.003,46
2014,1,25,5,0.002,0.031,0.7,0.003,43
2014,1,25,6,0.002,0.031,0.7,0.003,38
2014,1,25,7,0.003,0.032,0.8,0.004,58
2014,1,25,8,0.003,0.033,0.6,0.003,48
2014,1,25,9,0.003,0.034,0.7,0.003,42
2014,1,25,10,0.004,0.039,0.9,0.003,44
2014,1,25,11,0.005,0.041,0.9,0.003,54
2014,1,25,12,0.004,0.04,0.9,0.003,45
2014,1,25,13,0.005,0.045,1.2,0.003,57
2014,1,25,14,0.006,0.051,1.6,0.003,58
2014,1,25,15,0.006,0.05,1.5,0.003,66
2014,1,25,17,0.005,0.049,1.4,0.003,67
2014,1,25,18,0.002,0.039,0.7,0.007,38
2014,1,25,19,0.002,0.033,0.8,0.009,49
2014,1,25,20,0.002,0.027,0.8,0.018,78
2014,1,25,21,0.002,0.027,0.9,0.013,83
2014,1,25,22,0.002,0.021,0.5,0.019,82
2014,1,25,23,0.002,0.018,0.4,0.022,49
2014,1,25,24,0.002,0.017,0.4,0.022,61
2014,1,26,1,0.002,0.017,0.5,0.021,50
2014,1,26,2,0.004,0.013,0.5,0.025,59
2014,1,26,3,0.003,0.012,0.5,0.026,50
2014,1,26,4,0.004,0.012,0.5,0.025,42
2014,1,26,5,0.004,0.012,0.4,0.025,37
2014,1,26,6,0.003,0.014,0.4,0.023,38
2014,1,26,7,0.003,0.015,0.3,0.023,36
2014,1,26,8,0.003,0.017,0.4,0.021,34
2014,1,26,9,0.003,0.015,0.4,0.024,30
2014,1,26,10,0.004,0.017,0.4,0.023,32
2014,1,26,11,0.004,0.017,0.4,0.023,33
2014,1,26,12,0.005,0.026,0.5,0.019,40
2014,1,26,13,0.005,0.029,0.5,0.018,47
2014,1,26,14,0.005,0.026,0.5,0.021,42
2014,1,26,15,0.004,0.024,0.4,0.023,41
2014,1,26,16,0.004,0.023,0.4,0.023,38
2014,1,26,17,0.004,0.026,0.4,0.02,32
2014,1,26,18,0.004,0.03,0.4,0.015,41
2014,1,26,19,0.004,0.032,0.8,0.011,41
2014,1,26,20,0.004,0.037,1,0.006,35
2014,1,26,21,0.004,0.039,0.7,0.005,47
2014,1,26,22,0.003,0.039,0.6,0.005,39
2014,1,26,23,0.004,0.039,0.6,0.005,36
2014,1,26,24,0.005,0.042,0.9,0.003,37
2014,1,27,1,0.005,0.042,1,0.004,49
2014,1,27,2,0.005,0.041,0.9,0.004,42
2014,1,27,3,0.005,0.038,0.9,0.004,46
2014,1,27,4,0.004,0.037,0.8,0.004,39
2014,1,27,5,0.004,0.035,0.7,0.003,40
2014,1,27,6,0.004,0.035,0.7,0.003,36
2014,1,27,7,0.004,0.033,0.6,0.003,36
2014,1,27,8,0.005,0.034,0.7,0.003,36
2014,1,27,9,0.005,0.037,0.8,0.004,37
2014,1,27,10,0.006,0.044,1.1,0.004,51
2014,1,27,11,0.008,0.046,1.1,0.005,62
2014,1,27,12,0.008,0.046,0.9,0.006,72
2014,1,27,13,0.008,0.043,0.7,0.008,49
2014,1,27,14,0.011,0.043,0.8,0.009,39
2014,1,27,15,0.01,0.041,0.7,0.01,35
2014,1,27,16,0.01,0.042,0.7,0.01,37
2014,1,27,17,0.008,0.039,0.5,0.01,27
2014,1,27,18,0.005,0.037,0.4,0.008,22
2014,1,27,19,0.005,0.039,0.5,0.005,29
2014,1,27,20,0.007,0.045,0.7,0.004,46
2014,1,27,21,0.007,0.047,0.8,0.003,49
2014,1,27,22,0.006,0.047,0.7,0.004,44
2014,1,27,23,0.007,0.048,0.9,0.003,39
2014,1,27,24,0.009,0.054,1.3,0.004,52
2014,1,28,1,0.009,0.053,1.4,0.004,57
2014,1,28,2,0.008,0.051,1.3,0.003,49
2014,1,28,3,0.006,0.048,1.2,0.003,42
2014,1,28,4,0.005,0.044,1.1,0.003,29
2014,1,28,5,0.004,0.043,1.1,0.003,30
2014,1,28,6,0.004,0.043,1.1,0.003,23
2014,1,28,7,0.004,0.041,0.9,0.003,23
2014,1,28,8,0.005,0.046,0.9,0.003,30
2014,1,28,9,0.003,0.034,0.5,0.006,23
2014,1,28,10,0.003,0.03,0.5,0.009,51
2014,1,28,11,0.004,0.027,0.6,0.012,65
2014,1,28,12,0.004,0.024,0.5,0.015,69
2014,1,28,13,0.005,0.025,0.5,0.019,44
2014,1,28,14,0.004,0.028,0.4,0.018,44
2014,1,28,15,0.004,0.023,0.3,0.023,36
2014,1,28,16,0.003,0.023,0.3,0.024,35
2014,1,28,17,0.003,0.024,0.3,0.023,31
2014,1,28,18,0.003,0.022,0.3,0.023,36
2014,1,28,19,0.003,0.026,0.3,0.017,30
2014,1,28,20,0.004,0.033,0.4,0.01,33
2014,1,28,21,0.003,0.033,0.4,0.01,42
2014,1,28,22,0.003,0.035,0.4,0.008,34
2014,1,28,23,0.003,0.038,0.5,0.007,36
2014,1,28,24,0.004,0.044,0.8,0.004,32
2014,1,29,1,0.005,0.043,0.8,0.003,45
2014,1,29,2,0.004,0.042,0.8,0.004,42
2014,1,29,3,0.003,0.039,0.7,0.003,44
2014,1,29,4,0.003,0.036,0.7,0.004,38
2014,1,29,5,0.003,0.036,0.7,0.003,40
2014,1,29,6,0.003,0.037,0.8,0.003,33
2014,1,29,7,0.003,0.036,0.7,0.003,35
2014,1,29,8,0.003,0.035,0.6,0.004,35
2014,1,29,9,0.003,0.037,0.6,0.004,35
2014,1,29,10,0.004,0.04,0.8,0.006,49
2014,1,29,11,0.004,0.041,0.7,0.008,62
2014,1,29,12,0.005,0.039,0.6,0.011,51
2014,1,29,13,0.004,0.039,0.6,0.012,44
2014,1,29,14,0.004,0.038,0.6,0.013,45
2014,1,29,15,0.004,0.039,0.6,0.012,37
2014,1,29,16,0.004,0.042,0.6,0.009,47
2014,1,29,17,0.004,0.045,0.6,0.006,45
2014,1,29,18,0.004,0.049,0.7,0.004,49
2014,1,29,19,0.005,0.052,0.8,0.003,46
2014,1,29,20,0.005,0.047,0.7,0.004,41
2014,1,29,21,0.006,0.049,0.8,0.004,45
2014,1,29,22,0.005,0.049,0.8,0.003,50
2014,1,29,23,0.006,0.056,1.1,0.003,62
2014,1,29,24,0.007,0.056,1.2,0.004,62
2014,1,30,1,0.006,0.053,1.1,0.003,55
2014,1,30,2,0.007,0.053,1.2,0.003,60
2014,1,30,3,0.007,0.051,1.3,0.003,52
2014,1,30,4,0.006,0.045,1.1,0.004,48
2014,1,30,5,0.005,0.044,1,0.003,42
2014,1,30,6,0.005,0.045,1.1,0.003,42
2014,1,30,7,0.006,0.046,1.2,0.003,57
2014,1,30,8,0.006,0.049,1.2,0.003,63
2014,1,30,9,0.005,0.047,1.1,0.003,51
2014,1,30,10,0.005,0.046,1,0.003,45
2014,1,30,11,0.006,0.051,1.3,0.003,45
2014,1,30,12,0.006,0.048,1,0.003,38
2014,1,30,13,0.004,0.042,0.7,0.005,10
2014,1,30,14,0.003,0.034,0.6,0.01,24
2014,1,30,15,0.003,0.022,0.6,0.021,67
2014,1,30,16,0.003,0.017,0.5,0.025,65
2014,1,30,17,0.003,0.017,0.6,0.025,78
2014,1,30,18,0.004,0.018,0.6,0.024,95
2014,1,30,19,0.004,0.015,0.5,0.027,83
2014,1,30,20,0.004,0.014,0.3,0.025,47
2014,1,30,21,0.004,0.018,0.3,0.022,22
2014,1,30,22,0.003,0.024,0.3,0.017,27
2014,1,30,23,0.004,0.024,0.3,0.015,26
2014,1,30,24,0.003,0.016,0.2,0.023,20
2014,1,31,1,0.003,0.01,0.2,0.029,16
2014,1,31,2,0.002,0.011,0.3,0.029,17
2014,1,31,3,0.003,0.01,0.3,0.029,21
2014,1,31,4,0.003,0.012,0.4,0.024,21
2014,1,31,5,0.002,0.014,0.4,0.022,21
2014,1,31,6,0.002,0.02,0.4,0.015,19
2014,1,31,7,0.002,0.025,0.4,0.009,22
2014,1,31,8,0.003,0.029,0.5,0.006,27
2014,1,31,9,0.003,0.033,0.6,0.005,24
2014,1,31,10,0.003,0.028,0.5,0.011,28
2014,1,31,11,0.003,0.024,0.4,0.016,22
2014,1,31,12,0.003,0.024,0.4,0.018,22
2014,1,31,13,0.003,0.024,0.4,0.018,22
2014,1,31,14,0.003,0.026,0.4,0.017,25
2014,1,31,15,0.003,0.026,0.4,0.017,26
2014,1,31,16,0.003,0.025,0.4,0.018,21
2014,1,31,17,0.002,0.026,0.4,0.016,20
2014,1,31,18,0.002,0.028,0.4,0.013,39
2014,1,31,19,0.003,0.038,0.6,0.004,27
2014,1,31,20,0.004,0.041,0.6,0.003,27
2014,1,31,21,0.004,0.04,0.6,0.003,39
2014,1,31,22,0.004,0.039,0.6,0.004,34
2014,1,31,23,0.004,0.038,0.7,0.003,34
2014,1,31,24,0.003,0.036,0.6,0.004,27
2014,2,1,1,0.003,0.032,0.5,0.004,25
2014,2,1,2,0.002,0.03,0.5,0.006,20
2014,2,1,3,0.002,0.028,0.5,0.007,20
2014,2,1,4,0.002,0.022,0.4,0.012,21
2014,2,1,5,0.002,0.019,0.4,0.014,19
2014,2,1,6,0.002,0.018,0.4,0.015,19
2014,2,1,7,0.002,0.024,0.5,0.01,18
2014,2,1,8,0.002,0.022,0.4,0.012,21
2014,2,1,9,0.002,0.025,0.4,0.008,20
2014,2,1,10,0.002,0.027,0.4,0.008,24
2014,2,1,11,0.003,0.026,0.5,0.01,26
2014,2,1,12,0.002,0.027,0.5,0.012,42
2014,2,1,13,0.002,0.024,0.5,0.014,50
2014,2,1,14,0.003,0.026,0.6,0.013,51
2014,2,1,15,0.002,0.027,0.6,0.012,66
2014,2,1,16,0.002,0.028,0.6,0.01,38
2014,2,1,17,0.003,0.033,0.7,0.006,32
2014,2,1,18,0.002,0.025,0.6,0.015,14
2014,2,1,19,0.002,0.024,0.6,0.014,6
2014,2,1,20,0.001,0.02,0.5,0.017,12
2014,2,1,21,0.001,0.019,0.5,0.019,16
2014,2,1,22,0.002,0.018,0.5,0.02,12
2014,2,1,23,0.001,0.015,0.5,0.021,8
2014,2,1,24,0.002,0.013,0.5,0.023,7
2014,2,2,1,0.001,0.013,0.5,0.024,10
2014,2,2,2,0.002,0.014,0.5,0.022,19
2014,2,2,3,0.002,0.02,0.6,0.013,14
2014,2,2,4,0.002,0.015,0.5,0.019,9
2014,2,2,5,0.002,0.013,0.5,0.02,4
2014,2,2,6,0.002,0.016,0.5,0.016,11
2014,2,2,7,0.002,0.027,0.6,0.005,10
2014,2,2,8,0.002,0.028,0.6,0.004,9
2014,2,2,9,0.002,0.027,0.6,0.006,11
2014,2,2,10,0.003,0.03,0.7,0.005,8
2014,2,2,11,0.003,0.033,0.8,0.004,14
2014,2,2,12,0.004,0.037,0.9,0.004,24
2014,2,2,13,0.003,0.038,0.9,0.005,19
2014,2,2,14,0.003,0.035,0.8,0.009,28
2014,2,2,15,0.003,0.035,0.8,0.011,21
2014,2,2,16,0.003,0.033,0.7,0.014,21
2014,2,2,17,0.002,0.032,0.7,0.011,25
2014,2,2,18,0.002,0.034,0.8,0.007,28
2014,2,2,19,0.003,0.032,0.8,0.006,28
2014,2,2,20,0.002,0.024,0.7,0.013,22
2014,2,2,21,0.002,0.021,0.6,0.015,24
2014,2,2,22,0.003,0.02,0.6,0.016,30
2014,2,2,23,0.003,0.026,0.7,0.01,33
2014,2,2,24,0.003,0.026,0.7,0.012,36
2014,2,3,1,0.003,0.028,0.8,0.011,37
2014,2,3,2,0.003,0.015,0.7,0.024,57
2014,2,3,3,0.003,0.013,0.7,0.024,74
2014,2,3,4,0.004,0.016,0.7,0.018,75
2014,2,3,5,0.003,0.016,0.6,0.018,69
2014,2,3,6,0.004,0.014,0.3,0.023,55
2014,2,3,7,0.004,0.024,0.3,0.012,71
2014,2,3,8,0.003,0.023,0.3,0.011,77
2014,2,3,9,0.004,0.026,0.3,0.01,98
2014,2,3,10,0.003,0.022,0.3,0.015,89
2014,2,3,11,0.003,0.021,0.3,0.017,89
2014,2,3,12,0.004,0.021,0.4,0.017,103
2014,2,3,13,0.003,0.017,0.3,0.019,121
2014,2,3,14,0.003,0.013,0.3,0.023,127
2014,2,3,15,0.003,0.013,0.2,0.025,83
2014,2,3,16,0.002,0.012,0.2,0.026,60
2014,2,3,17,0.002,0.011,0.2,0.028,44
2014,2,3,18,0.002,0.012,0.2,0.028,40
2014,2,3,19,0.002,0.014,0.2,0.025,38
2014,2,3,20,0.002,0.013,0.2,0.026,42
2014,2,3,21,0.002,0.012,0.2,0.027,35
2014,2,3,22,0.002,0.013,0.2,0.026,34
2014,2,3,23,0.002,0.013,0.3,0.026,30
2014,2,3,24,0.003,0.011,0.2,0.028,34
2014,2,4,1,0.003,0.011,0.3,0.029,36
2014,2,4,2,0.004,0.009,0.3,0.03,35
2014,2,4,3,0.004,0.008,0.3,0.031,31
2014,2,4,4,0.004,0.007,0.3,0.032,31
2014,2,4,5,0.004,0.008,0.3,0.031,31
2014,2,4,6,0.004,0.009,0.4,0.03,32
2014,2,4,7,0.004,0.013,0.5,0.025,38
2014,2,4,8,0.004,0.017,0.3,0.02,37
2014,2,4,9,0.005,0.02,0.3,0.019,35
2014,2,4,10,0.004,0.017,0.3,0.022,23
2014,2,4,11,0.005,0.019,0.3,0.023,36
2014,2,4,12,0.004,0.015,0.2,0.026,31
2014,2,4,13,0.004,0.009,0.1,0.031,28
2014,2,4,15,0.004,0.011,0.3,0.03,34
2014,2,4,16,0.004,0.011,0.2,0.03,41
2014,2,4,17,0.004,0.012,0.2,0.03,45
2014,2,4,18,0.004,0.013,0.2,0.028,50
2014,2,4,19,0.004,0.013,0.2,0.027,49
2014,2,4,20,0.004,0.015,0.3,0.025,48
2014,2,4,21,0.005,0.016,0.3,0.025,42
2014,2,4,22,0.005,0.018,0.4,0.022,35
2014,2,4,23,0.005,0.019,0.4,0.02,37
2014,2,4,24,0.005,0.016,0.4,0.023,38
2014,2,5,1,0.005,0.013,0.4,0.027,37
2014,2,5,2,0.004,0.011,0.4,0.029,43
2014,2,5,3,0.004,0.012,0.4,0.026,36
2014,2,5,4,0.004,0.012,0.4,0.027,40
2014,2,5,5,0.004,0.015,0.4,0.024,42
2014,2,5,6,0.003,0.018,0.4,0.017,46
2014,2,5,7,0.004,0.022,0.5,0.014,43
2014,2,5,8,0.004,0.024,0.5,0.012,44
2014,2,5,9,0.004,0.027,0.5,0.012,45
2014,2,5,10,0.005,0.027,0.5,0.014,49
2014,2,5,11,0.005,0.028,0.6,0.016,54
2014,2,5,12,0.005,0.023,0.5,0.02,51
2014,2,5,13,0.005,0.019,0.4,0.024,43
2014,2,5,14,0.005,0.022,0.4,0.023,48
2014,2,5,15,0.005,0.024,0.4,0.023,43
2014,2,5,16,0.005,0.033,0.6,0.015,41
2014,2,5,17,0.005,0.035,0.6,0.011,47
2014,2,5,18,0.004,0.031,0.5,0.014,53
2014,2,5,19,0.004,0.037,0.5,0.007,60
2014,2,5,20,0.003,0.037,0.6,0.006,51
2014,2,5,21,0.004,0.037,0.6,0.005,45
2014,2,5,22,0.003,0.035,0.6,0.006,45
2014,2,5,23,0.004,0.035,0.6,0.006,43
2014,2,5,24,0.003,0.034,0.6,0.007,45
2014,2,6,1,0.002,0.032,0.6,0.007,43
2014,2,6,2,0.002,0.034,0.7,0.004,62
2014,2,6,3,0.003,0.032,0.8,0.005,56
2014,2,6,4,0.002,0.031,0.7,0.005,56
2014,2,6,5,0.003,0.027,0.7,0.008,53
2014,2,6,6,0.003,0.022,0.6,0.013,54
2014,2,6,7,0.002,0.028,0.6,0.009,50
2014,2,6,8,0.003,0.03,0.6,0.009,54
2014,2,6,9,0.003,0.033,0.6,0.005,58
2014,2,6,10,0.003,0.034,0.7,0.006,62
2014,2,6,11,0.003,0.031,0.7,0.009,72
2014,2,6,12,0.003,0.027,0.5,0.017,52
2014,2,6,13,0.003,0.023,0.5,0.021,45
2014,2,6,14,0.003,0.018,0.5,0.025,26
2014,2,6,15,0.003,0.02,0.5,0.025,43
2014,2,6,16,0.003,0.025,0.5,0.022,49
2014,2,6,17,0.003,0.03,0.5,0.016,45
2014,2,6,18,0.003,0.031,0.5,0.014,51
2014,2,6,19,0.002,0.039,0.6,0.005,50
2014,2,6,20,0.003,0.031,0.5,0.013,42
2014,2,6,21,0.003,0.035,0.5,0.007,39
2014,2,6,22,0.004,0.042,0.8,0.004,51
2014,2,6,23,0.003,0.039,0.8,0.004,63
2014,2,6,24,0.002,0.033,0.6,0.007,43
2014,2,7,1,0.002,0.02,0.4,0.02,23
2014,2,7,2,0.003,0.017,0.4,0.021,24
2014,2,7,3,0.003,0.013,0.3,0.024,23
2014,2,7,4,0.003,0.016,0.4,0.022,18
2014,2,7,5,0.003,0.012,0.3,0.027,14
2014,2,7,6,0.003,0.013,0.3,0.025,11
2014,2,7,7,0.003,0.022,0.3,0.015,16
2014,2,7,8,0.003,0.022,0.4,0.014,17
2014,2,7,9,0.003,0.026,0.4,0.012,13
2014,2,7,10,0.003,0.028,0.5,0.013,19
2014,2,7,11,0.003,0.02,0.4,0.02,18
2014,2,7,12,0.003,0.015,0.4,0.023,14
2014,2,7,13,0.004,0.013,0.4,0.025,11
2014,2,7,14,0.004,0.014,0.3,0.024,12
2014,2,7,15,0.004,0.014,0.3,0.025,16
2014,2,7,16,0.004,0.015,0.3,0.024,15
2014,2,7,17,0.003,0.016,0.2,0.022,9
2014,2,7,18,0.004,0.018,0.2,0.019,21
2014,2,7,19,0.003,0.019,0.3,0.017,14
2014,2,7,20,0.003,0.017,0.3,0.02,12
2014,2,7,21,0.003,0.016,0.2,0.021,11
2014,2,7,22,0.003,0.016,0.2,0.022,10
2014,2,7,23,0.003,0.013,0.2,0.025,6
2014,2,7,24,0.003,0.01,0.2,0.027,8
2014,2,8,1,0.003,0.01,0.2,0.028,12
2014,2,8,2,0.002,0.01,0.3,0.03,6
2014,2,8,3,0.002,0.009,0.3,0.03,7
2014,2,8,4,0.002,0.008,0.3,0.03,2
2014,2,8,5,0.003,0.008,0.3,0.03,4
2014,2,8,6,0.002,0.009,0.2,0.03,10
2014,2,8,7,0.002,0.011,0.2,0.028,3
2014,2,8,8,0.002,0.012,0.2,0.026,5
2014,2,8,9,0.002,0.015,0.3,0.024,13
2014,2,8,10,0.002,0.017,0.3,0.023,8
2014,2,8,11,0.002,0.016,0.3,0.025,9
2014,2,8,12,0.002,0.014,0.3,0.027,7
2014,2,8,13,0.002,0.013,0.3,0.028,11
2014,2,8,14,0.003,0.015,0.3,0.027,17
2014,2,8,15,0.002,0.016,0.3,0.026,10
2014,2,8,16,0.002,0.017,0.3,0.025,13
2014,2,8,17,0.003,0.021,0.4,0.02,10
2014,2,8,18,0.002,0.022,0.4,0.018,13
2014,2,8,19,0.003,0.025,0.5,0.013,9
2014,2,8,20,0.002,0.019,0.3,0.019,11
2014,2,8,21,0.002,0.022,0.3,0.015,6
2014,2,8,22,0.002,0.029,0.4,0.008,13
2014,2,8,23,0.002,0.028,0.4,0.008,19
2014,2,8,24,0.002,0.021,0.3,0.016,15
2014,2,9,1,0.002,0.015,0.3,0.025,7
2014,2,9,2,0.002,0.013,0.4,0.027,13
2014,2,9,3,0.003,0.011,0.4,0.029,9
2014,2,9,4,0.003,0.01,0.3,0.03,8
2014,2,9,5,0.003,0.01,0.3,0.03,6
2014,2,9,6,0.003,0.011,0.4,0.03,10
2014,2,9,7,0.003,0.013,0.4,0.027,8
2014,2,9,8,0.003,0.017,0.3,0.023,9
2014,2,9,9,0.003,0.02,0.3,0.02,8
2014,2,9,10,0.003,0.021,0.3,0.021,12
2014,2,9,11,0.003,0.02,0.3,0.023,11
2014,2,9,12,0.003,0.018,0.3,0.025,7
2014,2,9,13,0.003,0.015,0.3,0.028,13
2014,2,9,14,0.003,0.022,0.4,0.021,21
2014,2,9,15,0.003,0.024,0.4,0.021,13
2014,2,9,16,0.003,0.024,0.4,0.02,19
2014,2,9,17,0.003,0.02,0.4,0.024,15
2014,2,9,18,0.003,0.019,0.4,0.024,19
2014,2,9,19,0.003,0.025,0.5,0.019,26
2014,2,9,20,0.003,0.026,0.6,0.018,28
2014,2,9,21,0.003,0.024,0.5,0.02,35
2014,2,9,22,0.003,0.023,0.5,0.02,33
2014,2,9,23,0.003,0.024,0.5,0.019,40
2014,2,9,24,0.003,0.015,0.5,0.029,37
2014,2,10,1,0.003,0.012,0.4,0.033,32
2014,2,10,2,0.001,0.011,0.4,0.033,32
2014,2,10,3,0.001,0.008,0.4,0.035,17
2014,2,10,4,0.001,0.009,0.4,0.034,18
2014,2,10,5,0.001,0.009,0.4,0.034,10
2014,2,10,6,0.001,0.014,0.4,0.029,15
2014,2,10,7,0.001,0.014,0.4,0.028,14
2014,2,10,8,0.001,0.02,0.3,0.021,16
2014,2,10,9,0.001,0.026,0.4,0.016,14
2014,2,10,10,0.001,0.024,0.4,0.021,17
2014,2,10,11,0.001,0.015,0.4,0.029,14
2014,2,10,12,0.002,0.012,0.4,0.031,14
2014,2,10,13,0.002,0.011,0.4,0.032,17
2014,2,10,14,0.002,0.011,0.3,0.034,14
2014,2,10,15,0.002,0.011,0.3,0.034,18
2014,2,10,16,0.002,0.012,0.3,0.036,18
2014,2,10,17,0.002,0.013,0.3,0.035,23
2014,2,10,18,0.002,0.015,0.3,0.033,25
2014,2,10,19,0.002,0.024,0.4,0.021,20
2014,2,10,20,0.002,0.032,0.4,0.012,27
2014,2,10,21,0.002,0.032,0.4,0.013,26
2014,2,10,22,0.002,0.031,0.4,0.012,26
2014,2,10,23,0.002,0.025,0.4,0.016,28
2014,2,10,24,0.001,0.015,0.3,0.027,19
2014,2,11,1,0.002,0.011,0.3,0.031,20
2014,2,11,2,0.002,0.009,0.3,0.033,13
2014,2,11,3,0.002,0.008,0.3,0.034,13
2014,2,11,4,0.002,0.009,0.3,0.032,15
2014,2,11,5,0.002,0.01,0.3,0.031,17
2014,2,11,6,0.002,0.01,0.2,0.03,12
2014,2,11,7,0.002,0.016,0.2,0.024,10
2014,2,11,8,0.002,0.017,0.3,0.023,16
2014,2,11,9,0.002,0.024,0.4,0.017,15
2014,2,11,10,0.002,0.025,0.4,0.019,10
2014,2,11,11,0.002,0.021,0.4,0.023,18
2014,2,11,12,0.002,0.018,0.3,0.026,20
2014,2,11,13,0.002,0.014,0.3,0.029,14
2014,2,11,14,0.002,0.012,0.3,0.031,14
2014,2,11,15,0.002,0.012,0.3,0.032,15
2014,2,11,16,0.002,0.012,0.2,0.031,16
2014,2,11,17,0.002,0.012,0.1,0.032,14
2014,2,11,18,0.002,0.016,0.1,0.027,25
2014,2,11,19,0.002,0.029,0.4,0.012,16
2014,2,11,20,0.002,0.038,0.4,0.005,25
2014,2,11,21,0.003,0.036,0.4,0.005,27
2014,2,11,22,0.003,0.039,0.6,0.004,21
2014,2,11,23,0.004,0.044,0.8,0.003,36
2014,2,11,24,0.003,0.039,0.7,0.004,26
2014,2,12,1,0.002,0.032,0.6,0.007,24
2014,2,12,2,0.003,0.021,0.4,0.017,18
2014,2,12,3,0.003,0.016,0.3,0.022,12
2014,2,12,4,0.003,0.014,0.4,0.024,15
2014,2,12,5,0.002,0.013,0.4,0.025,13
2014,2,12,6,0.003,0.013,0.4,0.025,9
2014,2,12,7,0.003,0.014,0.4,0.023,16
2014,2,12,8,0.003,0.02,0.3,0.018,15
2014,2,12,9,0.003,0.026,0.4,0.012,15
2014,2,12,10,0.003,0.026,0.4,0.015,12
2014,2,12,11,0.003,0.024,0.4,0.018,14
2014,2,12,12,0.003,0.023,0.4,0.02,16
2014,2,12,13,0.003,0.017,0.4,0.026,18
2014,2,12,14,0.003,0.016,0.3,0.027,12
2014,2,12,15,0.003,0.017,0.4,0.027,21
2014,2,12,16,0.003,0.019,0.3,0.026,22
2014,2,12,17,0.003,0.024,0.4,0.021,21
2014,2,12,18,0.002,0.027,0.4,0.017,22
2014,2,12,19,0.003,0.029,0.4,0.013,21
2014,2,12,20,0.003,0.025,0.4,0.018,25
2014,2,12,21,0.003,0.027,0.4,0.014,27
2014,2,12,22,0.003,0.028,0.4,0.013,39
2014,2,12,23,0.003,0.034,0.6,0.007,35
2014,2,12,24,0.004,0.037,0.6,0.004,36
2014,2,13,1,0.004,0.035,0.5,0.005,36
2014,2,13,2,0.002,0.031,0.5,0.008,36
2014,2,13,3,0.002,0.023,0.4,0.014,26
2014,2,13,4,0.003,0.019,0.4,0.019,21
2014,2,13,5,0.002,0.023,0.5,0.015,22
2014,2,13,6,0.002,0.023,0.4,0.014,25
2014,2,13,7,0.002,0.032,0.5,0.006,16
2014,2,13,8,0.003,0.033,0.4,0.008,21
2014,2,13,9,0.002,0.021,0.4,0.022,7
2014,2,13,10,0.003,0.028,0.5,0.017,12
2014,2,13,11,0.003,0.03,0.5,0.017,19
2014,2,13,12,0.002,0.023,0.4,0.023,21
2014,2,13,13,0.002,0.017,0.4,0.028,21
2014,2,13,14,0.002,0.013,0.3,0.035,18
2014,2,13,15,0.002,0.013,0.3,0.034,14
2014,2,13,16,0.002,0.013,0.3,0.035,18
2014,2,13,17,0.003,0.012,0.3,0.036,18
2014,2,13,18,0.002,0.017,0.3,0.031,25
2014,2,13,19,0.002,0.032,0.3,0.013,26
2014,2,13,20,0.003,0.041,0.4,0.004,38
2014,2,13,21,0.003,0.04,0.5,0.005,31
2014,2,13,22,0.002,0.032,0.4,0.01,35
2014,2,13,23,0.002,0.018,0.3,0.021,20
