년,월,일,시,SO2,NO2,CO,O3,PM10
2014,6,2,14,0.006,0.021,0.4,0.051,62
2014,6,2,15,0.005,0.017,0.4,0.058,59
2014,6,2,16,0.006,0.022,0.4,0.056,61
2014,6,2,17,0.005,0.027,0.4,0.052,68
2014,6,2,18,0.004,0.036,0.5,0.037,68
2014,6,2,19,0.004,0.04,0.5,0.028,71
2014,6,2,20,0.003,0.035,0.5,0.028,83
2014,6,2,21,0.004,0.047,0.6,0.009,91
2014,6,2,22,0.003,0.043,0.6,0.009,86
2014,6,2,23,0.003,0.032,0.5,0.015,83
2014,6,2,24,0.003,0.034,0.6,0.017,71
2014,6,3,1,0.004,0.02,0.5,0.039,76
2014,6,3,2,0.005,0.008,0.3,0.062,58
2014,6,3,3,0.005,0.009,0.4,0.06,44
2014,6,3,4,0.004,0.009,0.4,0.057,49
2014,6,3,5,0.003,0.01,0.4,0.053,44
2014,6,3,6,0.003,0.01,0.3,0.053,36
2014,6,3,7,0.002,0.02,0.4,0.037,27
2014,6,3,8,0.002,0.022,0.4,0.031,26
2014,6,3,9,0.002,0.024,0.4,0.029,20
2014,6,3,10,0.002,0.023,0.5,0.028,16
2014,6,3,11,0.002,0.019,0.5,0.034,20
2014,6,3,12,0.003,0.019,0.5,0.034,13
2014,6,3,13,0.002,0.019,0.5,0.033,19
2014,6,3,14,0.003,0.02,0.5,0.032,18
2014,6,3,15,0.003,0.02,0.5,0.03,16
2014,6,3,16,0.003,0.02,0.4,0.032,17
2014,6,3,17,0.002,0.015,0.4,0.035,12
2014,6,3,18,0.003,0.02,0.4,0.028,15
2014,6,3,19,0.003,0.018,0.4,0.029,15
2014,6,3,20,0.003,0.019,0.4,0.026,22
2014,6,3,21,0.003,0.019,0.4,0.026,22
2014,6,3,22,0.002,0.016,0.4,0.032,26
2014,6,3,23,0.002,0.013,0.3,0.038,27
2014,6,3,24,0.003,0.01,0.3,0.042,15
2014,6,4,1,0.002,0.009,0.3,0.046,15
2014,6,4,2,0.002,0.008,0.3,0.05,7
2014,6,4,3,0.002,0.007,0.3,0.053,14
2014,6,4,4,0.001,0.007,0.3,0.055,24
2014,6,4,5,0.001,0.007,0.3,0.057,31
2014,6,4,6,0.001,0.007,0.3,0.058,40
2014,6,4,7,0.002,0.012,0.3,0.053,32
2014,6,4,8,0.002,0.011,0.3,0.053,34
2014,6,4,9,0.001,0.01,0.3,0.054,16
2014,6,4,10,0.001,0.011,0.3,0.053,22
2014,6,4,11,0.001,0.011,0.3,0.053,19
2014,6,4,12,0.001,0.011,0.3,0.055,12
2014,6,4,13,0.002,0.01,0.3,0.057,18
2014,6,4,14,0.001,0.01,0.3,0.055,18
2014,6,4,15,0.002,0.011,0.3,0.053,13
2014,6,4,16,0.001,0.011,0.3,0.053,15
2014,6,4,17,0.001,0.012,0.3,0.049,19
2014,6,4,18,0.001,0.013,0.2,0.048,25
2014,6,4,19,0.002,0.012,0.2,0.047,20
2014,6,4,20,0.001,0.015,0.3,0.045,27
2014,6,4,21,0.001,0.014,0.3,0.046,23
2014,6,4,22,0.001,0.011,0.2,0.052,29
2014,6,4,23,0.002,0.01,0.2,0.055,20
2014,6,4,24,0.001,0.008,0.3,0.056,27
2014,6,5,1,0.001,0.007,0.3,0.057,26
2014,6,5,2,0.001,0.007,0.3,0.056,24
2014,6,5,3,0.001,0.007,0.3,0.056,30
2014,6,5,4,0.001,0.007,0.3,0.054,24
2014,6,5,5,0.001,0.007,0.3,0.056,25
2014,6,5,6,0.001,0.009,0.3,0.051,20
2014,6,5,7,0.001,0.013,0.3,0.044,16
2014,6,5,8,0.001,0.016,0.3,0.038,18
2014,6,5,9,0.001,0.016,0.3,0.037,22
2014,6,5,10,0.003,0.012,0.3,0.044,14
2014,6,5,11,0.004,0.013,0.3,0.045,25
2014,6,5,12,0.005,0.013,0.3,0.049,19
2014,6,5,13,0.002,0.011,0.3,0.052,19
2014,6,5,14,0.005,0.011,0.3,0.05,10
2014,6,5,16,0.005,0.012,0.3,0.037,19
2014,6,5,17,0.005,0.012,0.3,0.035,15
2014,6,5,18,0.002,0.018,0.3,0.033,15
2014,6,5,19,0.001,0.018,0.3,0.033,13
2014,6,5,20,0.001,0.024,0.3,0.029,16
2014,6,5,21,0.001,0.018,0.3,0.029,23
2014,6,5,22,0.001,0.018,0.2,0.034,21
2014,6,5,23,0.001,0.023,0.2,0.03,20
2014,6,5,24,0.001,0.026,0.3,0.021,25
2014,6,6,1,0.001,0.02,0.3,0.026,23
2014,6,6,2,0.002,0.017,0.3,0.029,22
2014,6,6,3,0.003,0.017,0.3,0.025,25
2014,6,6,4,0.003,0.012,0.3,0.029,21
2014,6,6,5,0.003,0.013,0.3,0.029,27
2014,6,6,6,0.003,0.013,0.3,0.028,21
2014,6,6,7,0.003,0.015,0.3,0.028,19
2014,6,6,8,0.003,0.019,0.3,0.027,20
2014,6,6,9,0.003,0.017,0.3,0.029,28
2014,6,6,10,0.003,0.015,0.2,0.041,24
2014,6,6,11,0.003,0.014,0.3,0.045,31
2014,6,6,12,0.003,0.012,0.3,0.054,31
2014,6,6,13,0.003,0.009,0.2,0.064,21
2014,6,6,14,0.003,0.008,0.2,0.069,26
2014,6,6,15,0.003,0.008,0.2,0.071,23
2014,6,6,16,0.003,0.01,0.3,0.068,28
2014,6,6,17,0.003,0.01,0.2,0.066,29
2014,6,6,19,0.005,0.024,0.4,0.051,42
2014,6,6,20,0.004,0.025,0.4,0.041,43
2014,6,6,21,0.004,0.032,0.5,0.025,36
2014,6,6,22,0.005,0.031,0.5,0.02,41
2014,6,6,23,0.004,0.027,0.4,0.025,34
2014,6,6,24,0.004,0.027,0.4,0.025,31
2014,6,7,1,0.003,0.036,0.5,0.012,31
2014,6,7,2,0.002,0.042,0.6,0.003,50
2014,6,7,3,0.002,0.04,0.6,0.002,43
2014,6,7,4,0.003,0.038,0.5,0.002,39
2014,6,7,5,0.002,0.036,0.5,0.003,36
2014,6,7,6,0.002,0.033,0.5,0.003,38
2014,6,7,7,0.002,0.029,0.5,0.005,37
2014,6,7,8,0.003,0.031,0.5,0.008,35
2014,6,7,9,0.003,0.032,0.5,0.013,41
2014,6,7,10,0.003,0.03,0.4,0.024,46
2014,6,7,11,0.003,0.032,0.4,0.032,46
2014,6,7,12,0.003,0.031,0.4,0.04,42
2014,6,7,13,0.004,0.028,0.4,0.067,39
2014,6,7,14,0.007,0.031,0.5,0.091,61
2014,6,7,15,0.005,0.025,0.4,0.069,55
2014,6,7,16,0.004,0.023,0.4,0.057,39
2014,6,7,17,0.004,0.024,0.4,0.056,36
2014,6,7,18,0.004,0.024,0.4,0.053,37
2014,6,7,19,0.003,0.024,0.4,0.053,37
2014,6,7,20,0.002,0.019,0.4,0.055,31
2014,6,7,21,0.002,0.023,0.4,0.045,29
2014,6,7,22,0.001,0.024,0.4,0.04,34
2014,6,7,23,0.002,0.022,0.4,0.039,35
2014,6,7,24,0.002,0.03,0.5,0.027,33
2014,6,8,1,0.003,0.021,0.4,0.036,35
2014,6,8,2,0.003,0.018,0.4,0.042,33
2014,6,8,3,0.003,0.011,0.4,0.065,29
2014,6,8,4,0.004,0.009,0.3,0.076,28
2014,6,8,5,0.003,0.01,0.4,0.063,32
2014,6,8,6,0.004,0.014,0.4,0.049,31
2014,6,8,7,0.004,0.013,0.3,0.054,32
2014,6,8,8,0.005,0.017,0.4,0.043,29
2014,6,8,9,0.007,0.018,0.4,0.041,23
2014,6,8,10,0.006,0.015,0.4,0.051,31
2014,6,8,11,0.005,0.016,0.5,0.046,32
2014,6,8,12,0.004,0.014,0.5,0.045,49
2014,6,8,13,0.004,0.011,0.6,0.052,45
2014,6,8,14,0.004,0.011,0.5,0.057,53
2014,6,8,15,0.003,0.013,0.4,0.05,38
2014,6,8,16,0.003,0.013,0.3,0.051,36
2014,6,8,17,0.004,0.015,0.3,0.048,34
2014,6,8,18,0.004,0.017,0.4,0.048,28
2014,6,8,19,0.004,0.017,0.4,0.05,31
2014,6,8,20,0.003,0.018,0.4,0.045,30
2014,6,8,21,0.002,0.02,0.4,0.035,32
2014,6,8,22,0.003,0.023,0.4,0.025,42
2014,6,8,23,0.003,0.021,0.5,0.022,38
2014,6,8,24,0.003,0.016,0.4,0.028,36
2014,6,9,1,0.003,0.018,0.4,0.026,26
2014,6,9,2,0.002,0.017,0.5,0.024,32
2014,6,9,3,0.002,0.022,0.4,0.014,31
2014,6,9,4,0.002,0.024,0.4,0.01,32
2014,6,9,5,0.002,0.019,0.4,0.015,35
2014,6,9,6,0.002,0.017,0.4,0.017,30
2014,6,9,7,0.002,0.02,0.4,0.009,32
2014,6,9,8,0.002,0.016,0.4,0.02,31
2014,6,9,9,0.002,0.018,0.4,0.022,29
2014,6,9,10,0.002,0.017,0.4,0.029,34
2014,6,9,11,0.002,0.016,0.4,0.04,40
2014,6,9,12,0.003,0.016,0.3,0.047,47
2014,6,9,13,0.002,0.017,0.4,0.051,39
2014,6,9,14,0.002,0.016,0.3,0.063,31
2014,6,9,15,0.002,0.019,0.3,0.062,29
2014,6,9,16,0.003,0.023,0.4,0.061,48
2014,6,9,17,0.004,0.026,0.5,0.069,43
2014,6,9,18,0.005,0.022,0.5,0.077,61
2014,6,9,19,0.005,0.025,0.5,0.062,50
2014,6,9,20,0.005,0.036,0.6,0.038,42
2014,6,9,21,0.006,0.042,0.6,0.022,51
2014,6,9,22,0.005,0.046,0.6,0.014,56
2014,6,9,23,0.005,0.048,0.6,0.013,54
2014,6,9,24,0.005,0.051,0.7,0.005,53
2014,6,10,1,0.005,0.048,0.8,0.003,49
2014,6,10,2,0.005,0.046,0.7,0.003,51
2014,6,10,3,0.004,0.039,0.6,0.006,46
2014,6,10,4,0.003,0.018,0.4,0.026,46
2014,6,10,5,0.002,0.013,0.3,0.034,27
2014,6,10,6,0.002,0.011,0.3,0.035,19
2014,6,10,7,0.002,0.017,0.2,0.023,14
2014,6,10,8,0.002,0.02,0.3,0.017,11
2014,6,10,9,0.002,0.018,0.3,0.021,9
2014,6,10,10,0.001,0.014,0.3,0.03,21
2014,6,10,11,0.001,0.012,0.3,0.039,18
2014,6,10,12,0.002,0.013,0.3,0.048,28
2014,6,10,13,0.001,0.011,0.3,0.063,32
2014,6,10,14,0.002,0.01,0.3,0.073,35
2014,6,10,15,0.002,0.01,0.3,0.077,37
2014,6,10,16,0.001,0.013,0.3,0.074,35
2014,6,10,17,0.001,0.019,0.4,0.061,42
2014,6,10,18,0.002,0.033,0.5,0.031,39
2014,6,10,19,0.002,0.028,0.4,0.032,25
2014,6,10,20,0.001,0.025,0.4,0.031,31
2014,6,10,21,0.001,0.017,0.4,0.038,30
2014,6,10,22,0.002,0.017,0.4,0.033,24
2014,6,10,23,0.002,0.02,0.4,0.028,22
2014,6,10,24,0.002,0.026,0.4,0.017,26
2014,6,11,1,0.002,0.016,0.4,0.023,25
2014,6,11,2,0.002,0.011,0.3,0.028,24
2014,6,11,3,0.001,0.011,0.3,0.021,16
2014,6,11,4,0.001,0.009,0.3,0.022,18
2014,6,11,5,0.001,0.011,0.3,0.022,13
2014,6,11,6,0.001,0.014,0.3,0.017,12
2014,6,11,7,0.001,0.013,0.2,0.019,10
2014,6,11,8,0.002,0.016,0.3,0.016,7
2014,6,11,9,0.001,0.019,0.3,0.016,13
2014,6,11,10,0.001,0.014,0.3,0.021,11
2014,6,11,11,0.002,0.013,0.3,0.024,8
2014,6,11,12,0.001,0.013,0.3,0.029,15
2014,6,11,13,0.001,0.012,0.3,0.038,20
2014,6,11,14,0.002,0.011,0.3,0.049,18
2014,6,11,15,0.002,0.01,0.3,0.059,16
2014,6,11,16,0.001,0.023,0.4,0.044,30
2014,6,11,17,0.001,0.034,0.5,0.026,24
2014,6,11,18,0.002,0.04,0.5,0.018,25
2014,6,11,19,0.002,0.041,0.6,0.022,19
2014,6,11,20,0.003,0.041,0.6,0.019,22
2014,6,11,21,0.002,0.041,0.5,0.01,30
2014,6,11,22,0.002,0.023,0.3,0.028,33
2014,6,11,23,0.002,0.036,0.5,0.018,23
2014,6,11,24,0.002,0.039,0.6,0.01,31
2014,6,12,1,0.002,0.038,0.5,0.008,30
2014,6,12,2,0.002,0.031,0.5,0.007,30
2014,6,12,3,0.001,0.013,0.3,0.021,19
2014,6,12,4,0.001,0.008,0.2,0.033,9
2014,6,12,5,0.002,0.01,0.2,0.03,10
2014,6,12,6,0.001,0.01,0.2,0.03,11
2014,6,12,7,0.001,0.015,0.3,0.022,9
2014,6,12,8,0.001,0.015,0.3,0.021,15
2014,6,12,9,0.001,0.015,0.3,0.024,13
2014,6,12,10,0.001,0.015,0.3,0.028,20
2014,6,12,11,0.002,0.017,0.3,0.03,20
2014,6,12,12,0.002,0.018,0.4,0.035,24
2014,6,12,13,0.002,0.016,0.4,0.045,29
2014,6,12,14,0.002,0.01,0.3,0.065,16
2014,6,12,15,0.002,0.01,0.3,0.066,20
2014,6,12,16,0.002,0.011,0.3,0.063,25
2014,6,12,17,0.001,0.018,0.4,0.049,28
2014,6,12,18,0.002,0.023,0.4,0.035,41
2014,6,12,19,0.002,0.021,0.4,0.038,44
2014,6,12,20,0.002,0.025,0.5,0.034,37
2014,6,12,21,0.002,0.026,0.5,0.03,41
2014,6,12,22,0.002,0.02,0.4,0.038,39
2014,6,12,23,0.002,0.033,0.5,0.025,41
2014,6,12,24,0.002,0.032,0.5,0.017,48
2014,6,13,1,0.003,0.031,0.6,0.017,50
2014,6,13,2,0.004,0.024,0.6,0.021,51
2014,6,13,3,0.004,0.016,0.5,0.031,52
2014,6,13,4,0.004,0.013,0.5,0.038,49
2014,6,13,5,0.004,0.01,0.5,0.048,46
2014,6,13,6,0.004,0.01,0.5,0.051,53
2014,6,13,7,0.004,0.013,0.5,0.046,48
2014,6,13,8,0.004,0.018,0.5,0.037,75
2014,6,13,9,0.004,0.019,0.6,0.032,76
2014,6,13,10,0.003,0.022,0.6,0.033,75
2014,6,13,11,0.004,0.023,0.6,0.036,65
2014,6,13,12,0.004,0.027,0.6,0.03,64
2014,6,13,13,0.004,0.024,0.5,0.043,58
2014,6,13,15,0.004,0.014,0.4,0.073,52
2014,6,13,16,0.004,0.015,0.4,0.072,42
2014,6,13,17,0.005,0.017,0.4,0.07,41
2014,6,13,18,0.004,0.018,0.4,0.069,45
2014,6,13,19,0.004,0.023,0.4,0.065,48
2014,6,13,20,0.004,0.029,0.5,0.052,50
2014,6,13,21,0.004,0.036,0.6,0.035,63
2014,6,13,22,0.004,0.041,0.6,0.02,74
2014,6,13,23,0.004,0.044,0.6,0.012,61
2014,6,13,24,0.004,0.039,0.6,0.013,48
2014,6,14,1,0.005,0.034,0.6,0.011,47
2014,6,14,2,0.004,0.019,0.4,0.033,39
2014,6,14,3,0.003,0.012,0.3,0.05,22
2014,6,14,4,0.003,0.012,0.3,0.047,30
2014,6,14,5,0.003,0.01,0.4,0.046,29
2014,6,14,6,0.003,0.012,0.4,0.043,37
2014,6,14,7,0.003,0.014,0.4,0.042,32
2014,6,14,8,0.003,0.017,0.4,0.042,36
2014,6,14,9,0.004,0.019,0.4,0.043,39
2014,6,14,10,0.004,0.019,0.4,0.045,45
2014,6,14,11,0.005,0.02,0.4,0.044,45
2014,6,14,12,0.005,0.021,0.4,0.05,43
2014,6,14,13,0.005,0.019,0.4,0.062,46
2014,6,14,14,0.005,0.017,0.4,0.086,43
2014,6,14,15,0.006,0.021,0.4,0.078,51
2014,6,14,16,0.006,0.019,0.4,0.086,36
2014,6,14,17,0.007,0.022,0.4,0.082,41
2014,6,14,18,0.004,0.021,0.4,0.065,39
2014,6,14,19,0.003,0.019,0.3,0.054,29
2014,6,14,20,0.003,0.021,0.3,0.047,24
2014,6,14,22,0.003,0.021,0.4,0.046,36
2014,6,14,23,0.003,0.019,0.4,0.047,35
2014,6,14,24,0.003,0.019,0.4,0.045,40
2014,6,15,1,0.003,0.019,0.5,0.038,41
2014,6,15,2,0.004,0.019,0.5,0.032,42
2014,6,15,3,0.004,0.016,0.5,0.035,41
2014,6,15,4,0.004,0.013,0.4,0.042,40
2014,6,15,5,0.004,0.012,0.4,0.046,42
2014,6,15,6,0.004,0.011,0.4,0.053,45
2014,6,15,7,0.004,0.019,0.5,0.023,40
2014,6,15,8,0.004,0.017,0.5,0.033,39
2014,6,15,9,0.004,0.016,0.4,0.05,38
2014,6,15,10,0.005,0.017,0.4,0.061,59
2014,6,15,11,0.005,0.018,0.4,0.063,53
2014,6,15,12,0.007,0.015,0.5,0.072,48
2014,6,15,13,0.008,0.013,0.4,0.086,45
2014,6,15,14,0.008,0.013,0.4,0.099,40
2014,6,15,15,0.006,0.015,0.4,0.106,43
2014,6,15,16,0.006,0.016,0.4,0.087,42
2014,6,15,17,0.005,0.012,0.4,0.08,38
2014,6,15,18,0.004,0.012,0.3,0.075,35
2014,6,15,19,0.006,0.016,0.4,0.071,36
2014,6,15,22,0.005,0.021,0.4,0.049,56
2014,6,15,23,0.004,0.021,0.4,0.042,38
2014,6,15,24,0.005,0.019,0.4,0.039,36
2014,6,16,1,0.005,0.019,0.4,0.036,33
2014,6,16,2,0.005,0.018,0.4,0.034,35
2014,6,16,3,0.006,0.017,0.4,0.034,32
2014,6,16,4,0.006,0.016,0.4,0.035,32
2014,6,16,5,0.005,0.02,0.4,0.026,32
2014,6,16,6,0.005,0.027,0.4,0.01,34
2014,6,16,7,0.005,0.03,0.5,0.006,36
2014,6,16,8,0.007,0.033,0.5,0.008,38
2014,6,16,9,0.007,0.029,0.4,0.025,36
2014,6,16,10,0.007,0.03,0.5,0.03,34
2014,6,16,11,0.006,0.027,0.4,0.039,35
2014,6,16,17,0.007,0.025,0.3,0.063,47
2014,6,16,18,0.006,0.028,0.3,0.052,39
2014,6,16,19,0.005,0.029,0.3,0.042,37
2014,6,16,20,0.005,0.032,0.3,0.031,29
2014,6,16,21,0.005,0.035,0.4,0.024,22
2014,6,16,22,0.007,0.043,0.5,0.012,46
2014,6,16,23,0.006,0.042,0.5,0.008,48
2014,6,16,24,0.007,0.042,0.5,0.007,49
2014,6,17,1,0.006,0.04,0.5,0.007,50
2014,6,17,2,0.006,0.034,0.5,0.014,43
2014,6,17,3,0.008,0.027,0.5,0.02,37
2014,6,17,4,0.008,0.02,0.5,0.026,45
2014,6,17,5,0.006,0.035,0.5,0.008,50
2014,6,17,6,0.005,0.035,0.5,0.003,39
2014,6,17,7,0.005,0.034,0.5,0.004,40
2014,6,17,8,0.006,0.036,0.5,0.005,41
2014,6,17,9,0.006,0.036,0.7,0.007,65
2014,6,17,10,0.007,0.031,0.7,0.02,85
2014,6,17,11,0.008,0.037,0.7,0.023,90
2014,6,17,12,0.008,0.038,0.6,0.025,85
2014,6,17,15,0.005,0.021,0.7,0.106,78
2014,6,17,16,0.004,0.02,0.8,0.127,96
2014,6,17,17,0.004,0.022,0.8,0.117,87
2014,6,17,18,0.004,0.024,0.7,0.107,74
2014,6,17,19,0.005,0.03,1,0.1,83
2014,6,17,22,0.002,0.015,0.6,0.071,49
2014,6,17,23,0.002,0.019,0.6,0.06,42
2014,6,17,24,0.002,0.017,0.6,0.054,36
2014,6,18,1,0.002,0.013,0.5,0.048,30
2014,6,18,2,0.002,0.009,0.5,0.046,22
2014,6,18,3,0.003,0.008,0.5,0.044,18
2014,6,18,4,0.002,0.008,0.5,0.04,15
2014,6,18,5,0.003,0.009,0.5,0.038,17
2014,6,18,6,0.002,0.01,0.5,0.035,12
2014,6,18,7,0.003,0.016,0.5,0.027,14
2014,6,18,8,0.003,0.016,0.5,0.025,12
2014,6,18,9,0.003,0.017,0.5,0.028,14
2014,6,18,10,0.004,0.018,0.5,0.035,23
2014,6,18,11,0.004,0.022,0.6,0.045,33
2014,6,18,12,0.004,0.024,0.6,0.054,41
2014,6,18,13,0.004,0.024,0.7,0.068,44
2014,6,18,14,0.004,0.022,0.7,0.09,57
2014,6,18,15,0.005,0.02,0.8,0.123,96
2014,6,18,16,0.007,0.019,0.8,0.115,91
2014,6,18,17,0.008,0.02,0.9,0.13,89
2014,6,18,18,0.006,0.021,0.8,0.102,92
2014,6,18,19,0.005,0.021,0.7,0.08,75
2014,6,18,20,0.005,0.026,0.8,0.059,90
2014,6,18,21,0.003,0.028,0.8,0.045,86
2014,6,18,22,0.005,0.028,0.9,0.036,84
2014,6,18,23,0.005,0.029,1,0.036,119
2014,6,18,24,0.004,0.027,1,0.029,122
2014,6,19,1,0.005,0.021,0.9,0.037,100
2014,6,19,2,0.005,0.018,0.8,0.041,101
2014,6,19,3,0.005,0.017,0.8,0.042,99
2014,6,19,4,0.005,0.014,0.8,0.049,75
2014,6,19,5,0.005,0.013,0.6,0.056,54
2014,6,19,6,0.004,0.013,0.6,0.054,48
2014,6,19,7,0.004,0.018,0.6,0.046,44
2014,6,19,8,0.004,0.027,0.7,0.035,43
2014,6,19,9,0.004,0.033,0.7,0.028,37
2014,6,19,12,0.004,0.017,0.6,0.056,43
2014,6,19,13,0.004,0.014,0.6,0.063,35
2014,6,19,14,0.004,0.014,0.6,0.066,43
2014,6,19,15,0.003,0.015,0.6,0.066,40
2014,6,19,16,0.003,0.015,0.6,0.063,48
2014,6,19,17,0.003,0.013,0.6,0.061,45
2014,6,19,18,0.003,0.016,0.6,0.054,59
2014,6,19,19,0.003,0.016,0.6,0.047,52
2014,6,19,20,0.003,0.017,0.6,0.041,47
2014,6,19,21,0.002,0.018,0.7,0.036,51
2014,6,19,22,0.003,0.015,0.6,0.039,56
2014,6,19,23,0.003,0.016,0.7,0.037,52
2014,6,19,24,0.003,0.021,0.7,0.028,54
2014,6,20,1,0.004,0.018,0.7,0.031,52
2014,6,20,2,0.004,0.014,0.7,0.038,48
2014,6,20,3,0.004,0.013,0.7,0.034,46
2014,6,20,4,0.004,0.013,0.6,0.032,47
2014,6,20,5,0.004,0.014,0.7,0.03,48
2014,6,20,6,0.004,0.012,0.7,0.044,43
2014,6,20,7,0.004,0.018,0.7,0.028,61
2014,6,20,8,0.004,0.025,0.7,0.017,59
2014,6,20,9,0.005,0.025,0.7,0.02,62
2014,6,20,10,0.004,0.021,0.7,0.026,58
2014,6,20,11,0.004,0.016,0.7,0.04,57
2014,6,20,12,0.004,0.013,0.6,0.055,50
2014,6,20,13,0.003,0.012,0.6,0.065,43
2014,6,20,14,0.003,0.011,0.7,0.072,53
2014,6,20,15,0.004,0.015,0.7,0.073,54
2014,6,20,16,0.003,0.016,0.7,0.082,70
2014,6,20,17,0.004,0.018,0.7,0.077,69
2014,6,20,18,0.004,0.02,0.7,0.063,68
2014,6,20,19,0.003,0.031,0.8,0.053,66
2014,6,20,20,0.004,0.026,0.7,0.051,63
2014,6,20,21,0.004,0.022,0.6,0.042,55
2014,6,20,22,0.005,0.015,0.6,0.031,49
2014,6,20,23,0.004,0.018,0.6,0.024,39
2014,6,20,24,0.003,0.024,0.6,0.013,36
2014,6,21,1,0.003,0.018,0.6,0.016,31
2014,6,21,2,0.003,0.011,0.5,0.023,21
2014,6,21,3,0.003,0.008,0.5,0.027,19
2014,6,21,4,0.003,0.009,0.5,0.023,8
2014,6,21,5,0.003,0.009,0.5,0.035,8
2014,6,21,6,0.003,0.01,0.5,0.036,10
2014,6,21,7,0.003,0.013,0.5,0.029,7
2014,6,21,8,0.003,0.014,0.5,0.02,9
2014,6,21,9,0.004,0.013,0.5,0.025,5
2014,6,21,10,0.003,0.012,0.5,0.032,14
2014,6,21,11,0.003,0.012,0.5,0.037,16
2014,6,21,12,0.003,0.013,0.5,0.04,17
2014,6,21,13,0.004,0.013,0.5,0.047,21
2014,6,21,14,0.003,0.013,0.5,0.054,25
2014,6,21,15,0.003,0.013,0.6,0.057,28
2014,6,21,16,0.003,0.014,0.6,0.061,36
2014,6,21,17,0.003,0.014,0.6,0.064,36
2014,6,21,18,0.003,0.021,0.6,0.059,47
2014,6,21,19,0.004,0.025,0.7,0.049,57
2014,6,21,20,0.003,0.02,0.7,0.05,51
2014,6,21,21,0.004,0.02,0.6,0.046,25
2014,6,21,22,0.003,0.024,0.6,0.036,25
2014,6,21,23,0.003,0.02,0.6,0.037,26
2014,6,21,24,0.003,0.016,0.6,0.039,25
2014,6,22,1,0.003,0.014,0.6,0.035,24
2014,6,22,2,0.003,0.012,0.5,0.029,21
2014,6,22,3,0.003,0.008,0.5,0.03,13
2014,6,22,4,0.003,0.008,0.4,0.028,13
2014,6,22,5,0.002,0.008,0.4,0.026,8
2014,6,22,6,0.002,0.009,0.4,0.024,10
2014,6,22,7,0.002,0.01,0.4,0.021,8
2014,6,22,8,0.002,0.01,0.4,0.022,8
2014,6,22,9,0.003,0.01,0.4,0.026,6
2014,6,22,10,0.003,0.012,0.5,0.028,12
2014,6,22,11,0.003,0.012,0.5,0.034,16
2014,6,22,12,0.003,0.011,0.5,0.043,20
2014,6,22,13,0.003,0.01,0.5,0.054,20
2014,6,22,14,0.003,0.009,0.5,0.066,21
2014,6,22,15,0.003,0.011,0.5,0.07,26
2014,6,22,16,0.003,0.013,0.6,0.069,25
2014,6,22,17,0.003,0.014,0.6,0.065,33
2014,6,22,18,0.002,0.017,0.6,0.059,37
2014,6,22,19,0.003,0.021,0.6,0.051,20
2014,6,22,20,0.003,0.013,0.6,0.06,24
2014,6,22,21,0.003,0.023,0.7,0.045,32
2014,6,22,22,0.002,0.037,0.7,0.021,28
2014,6,22,23,0.003,0.032,0.7,0.02,27
2014,6,22,24,0.003,0.036,0.8,0.006,30
2014,6,23,1,0.003,0.026,0.7,0.017,35
2014,6,23,2,0.002,0.026,0.7,0.015,32
2014,6,23,3,0.003,0.023,0.7,0.021,30
2014,6,23,4,0.002,0.019,0.7,0.023,22
2014,6,23,5,0.003,0.018,0.6,0.021,26
2014,6,23,6,0.003,0.025,0.7,0.014,32
2014,6,23,7,0.003,0.025,0.6,0.01,24
2014,6,23,8,0.003,0.029,0.7,0.008,30
2014,6,23,9,0.004,0.033,0.8,0.009,39
2014,6,23,10,0.004,0.034,0.8,0.015,55
2014,6,23,11,0.004,0.034,0.8,0.023,55
2014,6,23,12,0.003,0.027,0.8,0.034,68
2014,6,23,13,0.003,0.023,0.8,0.04,21
2014,6,23,14,0.003,0.029,0.8,0.035,25
2014,6,23,15,0.003,0.03,0.8,0.028,39
2014,6,23,16,0.003,0.029,0.7,0.038,19
2014,6,23,17,0.004,0.031,0.7,0.032,21
2014,6,23,18,0.003,0.026,0.6,0.036,20
2014,6,23,19,0.003,0.026,0.6,0.036,6
2014,6,23,20,0.003,0.038,0.7,0.018,23
2014,6,23,21,0.004,0.052,1,0.003,34
2014,6,23,22,0.005,0.051,1.1,0.003,55
2014,6,23,23,0.005,0.048,1.2,0.003,42
2014,6,23,24,0.005,0.048,1.2,0.002,46
2014,6,24,1,0.004,0.037,1,0.003,45
2014,6,24,2,0.001,0.029,0.7,0.003,40
2014,6,24,3,0.001,0.021,0.7,0.01,42
2014,6,24,4,0.002,0.027,0.8,0.005,43
2014,6,24,5,0.002,0.026,0.8,0.002,36
2014,6,24,6,0.001,0.026,0.7,0.004,42
2014,6,24,7,0.002,0.025,0.7,0.012,38
2014,6,24,13,0.001,0.023,0.7,0.043,38
2014,6,24,14,0.002,0.021,0.7,0.059,48
2014,6,24,15,0.002,0.025,0.7,0.054,50
2014,6,24,16,0.001,0.018,0.6,0.071,38
2014,6,24,17,0.001,0.019,0.6,0.067,36
2014,6,24,18,0.002,0.022,0.6,0.055,42
2014,6,24,19,0.002,0.021,0.6,0.048,36
2014,6,24,20,0.002,0.022,0.6,0.042,27
2014,6,24,21,0.002,0.034,0.7,0.022,40
2014,6,24,22,0.002,0.032,0.7,0.02,33
2014,6,24,23,0.002,0.033,0.7,0.017,38
2014,6,24,24,0.002,0.037,0.8,0.011,33
