사용월,버스노선번호,버스노선명,버스정류장명,승차인원,하차인원,작업일자
201512,3216,3216번(오금동~청량리),신흥기업입구,7961,43,20160308
201512,3216,3216번(오금동~청량리),오금공원사거리,48,3510,20160308
201512,3216,3216번(오금동~청량리),오금공원사거리,3519,693,20160308
201512,3216,3216번(오금동~청량리),방이동대림코오롱아파트,10618,1073,20160308
201512,3216,3216번(오금동~청량리),방이동대림코오롱아파트,833,8880,20160308
201512,3216,3216번(오금동~청량리),방이초등학교,13346,2478,20160308
201512,3216,3216번(오금동~청량리),방이초등학교,1687,5530,20160308
201512,3216,3216번(오금동~청량리),방이시장입구,12070,981,20160308
201512,3216,3216번(오금동~청량리),방이시장입구,2692,14525,20160308
201512,3216,3216번(오금동~청량리),방이우체국,9057,1215,20160308
201512,3216,3216번(오금동~청량리),방이동사거리,2042,10475,20160308
201512,3216,3216번(오금동~청량리),송파구청.KT송파지사,5525,9156,20160308
201512,3216,3216번(오금동~청량리),잠실역,16313,2056,20160308
201512,3216,3216번(오금동~청량리),구의사거리,1577,5852,20160308
201512,3216,3216번(오금동~청량리),구의사거리,4781,4330,20160308
201512,3216,3216번(오금동~청량리),능동사거리.군자역,8327,11920,20160308
201512,3216,3216번(오금동~청량리),능동사거리.군자역,6057,6371,20160308
201512,3216,3216번(오금동~청량리),건대앞,3526,8270,20160308
201512,3216,3216번(오금동~청량리),어린이대공원앞,4453,6693,20160308
201512,3216,3216번(오금동~청량리),능동교회앞,4829,3011,20160308
201512,3216,3216번(오금동~청량리),건대앞,13010,5123,20160308
201512,3216,3216번(오금동~청량리),어린이대공원앞.세종대학교,3420,3179,20160308
201512,3216,3216번(오금동~청량리),전농우체국앞,6667,6504,20160308
201512,3216,3216번(오금동~청량리),전농우체국앞,6910,4551,20160308
201512,3216,3216번(오금동~청량리),답십리초등학교앞,2445,5669,20160308
201512,3216,3216번(오금동~청량리),황물로사거리,2372,7135,20160308
201512,3216,3216번(오금동~청량리),서울성심병원,933,6397,20160308
201512,3216,3216번(오금동~청량리),현대코아,271,1512,20160308
201512,2221,2221번(자양동~신설동),어린이대공원후문아차산역,13950,13566,20160308
201512,2221,2221번(자양동~신설동),구의2동주민센터입구,3956,4806,20160308
201512,2221,2221번(자양동~신설동),구의2동주민센터입구,4507,7517,20160308
201512,2221,2221번(자양동~신설동),구의사거리,2621,6193,20160308
201512,2221,2221번(자양동~신설동),구의사거리,6309,3029,20160308
201512,2221,2221번(자양동~신설동),어린이대공원후문아차산역,15561,13810,20160308
201512,2221,2221번(자양동~신설동),신설동역.서울풍물시장,4801,4934,20160308
201512,2221,2221번(자양동~신설동),자양동잠실대교북단,1214,10860,20160308
201512,2221,2221번(자양동~신설동),광진구청,4000,10262,20160308
201512,2221,2221번(자양동~신설동),광진구청,17290,7687,20160308
201512,2221,2221번(자양동~신설동),광진경찰서,7916,2897,20160308
201512,2221,2221번(자양동~신설동),군자교입구,5212,6760,20160308
201512,2221,2221번(자양동~신설동),군자교입구,5419,7369,20160308
201512,2221,2221번(자양동~신설동),군자역5번출구.용마초등학교,8675,11062,20160308
201512,2221,2221번(자양동~신설동),군자역4번출구.용마초등학교,9006,7158,20160308
201512,2221,2221번(자양동~신설동),중곡동입구삼거리,4211,5369,20160308
201512,2221,2221번(자양동~신설동),청년회의소,6648,5629,20160308
201512,2221,2221번(자양동~신설동),장한평역,8488,11957,20160308
201512,2221,2221번(자양동~신설동),청년회의소,4512,4319,20160308
201512,2221,2221번(자양동~신설동),청량리청과물도매시장,15536,1024,20160308
201512,2221,2221번(자양동~신설동),용두동사거리,5162,591,20160308
201512,2221,2221번(자양동~신설동),자양아파트앞,9594,1760,20160308
201512,2221,2221번(자양동~신설동),답십리역사거리,23578,9404,20160308
201512,2221,2221번(자양동~신설동),답십리2동시온교회앞,5496,6514,20160308
201512,2221,2221번(자양동~신설동),답십리초등학교.현대시장,6651,6976,20160308
201512,2221,2221번(자양동~신설동),광진경찰서,3320,7966,20160308
201512,2221,2221번(자양동~신설동),청솔우성아파트.답십리종합상가,7583,17229,20160308
201512,2221,2221번(자양동~신설동),장한평역,11028,6870,20160308
201512,2221,2221번(자양동~신설동),자양미소약국.자양골목시장,104,6624,20160308
201512,2221,2221번(자양동~신설동),동대문구답십리도서관앞,3486,4855,20160308
201512,2221,2221번(자양동~신설동),전농시장앞,4123,7384,20160308
201512,2221,2221번(자양동~신설동),성바오로병원앞,14457,2165,20160308
201512,2221,2221번(자양동~신설동),전농시장앞,5407,6258,20160308
201512,2221,2221번(자양동~신설동),동대문구답십리도서관앞,7285,4245,20160308
201512,2221,2221번(자양동~신설동),동대문중학교,2144,1844,20160308
201512,2221,2221번(자양동~신설동),대한노인회동대문구지회,3821,2891,20160308
201512,2221,2221번(자양동~신설동),답십리1동희망샘교회앞,7478,4783,20160308
201512,2221,2221번(자양동~신설동),청솔우성아파트.답십리종합상가,11936,4871,20160308
201512,2221,2221번(자양동~신설동),서울시동부병원,783,3846,20160308
201512,2221,2221번(자양동~신설동),제기동역.서울약령시,1214,7481,20160308
201512,2221,2221번(자양동~신설동),청량리.청과물도매시장,1966,12401,20160308
201512,2221,2221번(자양동~신설동),제기동역.서울약령시,10381,1501,20160308
201512,2221,2221번(자양동~신설동),신설동역,5397,986,20160308
201512,2221,2221번(자양동~신설동),국민은행자양지점앞,532,13527,20160308
201512,2221,2221번(자양동~신설동),국민은행자양지점앞,16963,932,20160308
201512,2221,2221번(자양동~신설동),자양미소약국.자양골목시장,12507,253,20160308
201512,2221,2221번(자양동~신설동),신자초등학교앞,7148,34,20160308
201512,2221,2221번(자양동~신설동),신자초등학교앞,16,4954,20160308
201512,2221,2221번(자양동~신설동),전농우체국앞,7053,9836,20160308
201512,2221,2221번(자양동~신설동),전농우체국앞,11178,5915,20160308
201512,2221,2221번(자양동~신설동),답십리초등학교앞,3673,6427,20160308
201512,2221,2221번(자양동~신설동),황물로사거리,3256,8405,20160308
201512,2221,2221번(자양동~신설동),전농래미안크레시티아파트,3824,4278,20160308
201512,2221,2221번(자양동~신설동),동대문중학교,3586,3023,20160308
201512,2221,2221번(자양동~신설동),성바오로병원앞,1301,26217,20160308
201512,2415,2415번(자양동~대치동),잠실대교전망카페,819,3072,20160308
201512,2415,2415번(자양동~대치동),잠실대교전망카페,168,937,20160308
201512,2415,2415번(자양동~대치동),한티역.서울지방고용노동청강남지청,10769,3989,20160308
201512,2415,2415번(자양동~대치동),삼성아파트입구,8149,7245,20160308
201512,2415,2415번(자양동~대치동),진흥아파트청담역,18922,35651,20160308
201512,2415,2415번(자양동~대치동),진흥아파트,27328,6081,20160308
201512,2415,2415번(자양동~대치동),청담역.경기고교,10278,5073,20160308
201512,2415,2415번(자양동~대치동),청담역.경기고교,9359,11044,20160308
201512,2415,2415번(자양동~대치동),도곡역,1899,3526,20160308
201512,2415,2415번(자양동~대치동),래미안대치팰리스,2919,3118,20160308
201512,2415,2415번(자양동~대치동),대치역,3105,9833,20160308
201512,2415,2415번(자양동~대치동),강남경찰서면허시험장,2611,5272,20160308
201512,2415,2415번(자양동~대치동),잠실종합운동장,5680,2758,20160308
201512,2415,2415번(자양동~대치동),잠실종합운동장,1549,4435,20160308
201512,2415,2415번(자양동~대치동),종합운동장사거리,3924,3193,20160308
201512,2415,2415번(자양동~대치동),종합운동장사거리,2254,4683,20160308
201512,2415,2415번(자양동~대치동),잠실엘스아파트앞,2522,4772,20160308
201512,2415,2415번(자양동~대치동),신천역4번출구,7456,3598,20160308
201512,2415,2415번(자양동~대치동),삼성역7번출구,7222,4683,20160308
201512,2415,2415번(자양동~대치동),봉은사역3번출구.삼성1파출소,7814,4584,20160308
201512,2415,2415번(자양동~대치동),봉은사.삼성1파출소앞,2825,10402,20160308
201512,2415,2415번(자양동~대치동),대치동국제아파트.서울교회,976,3363,20160308
201512,2415,2415번(자양동~대치동),농협대치지점,5073,8517,20160308
201512,2415,2415번(자양동~대치동),자양아파트앞,17548,1117,20160308
201512,2415,2415번(자양동~대치동),한별구립어린이집,4441,9222,20160308
201512,2415,2415번(자양동~대치동),포스코사거리,3626,18064,20160308
201512,2415,2415번(자양동~대치동),단대부고.대치아이파크아파트,3046,2729,20160308
201512,2415,2415번(자양동~대치동),잠실역,2305,25866,20160308
201512,2415,2415번(자양동~대치동),자양아파트앞,1706,17466,20160308
201512,2415,2415번(자양동~대치동),자양미소약국.자양골목시장,118,8711,20160308
201512,2415,2415번(자양동~대치동),상아아파트.강남구도시관리공단,6538,4708,20160308
201512,2415,2415번(자양동~대치동),상아아파트.강남구도시관리공단,2879,9921,20160308
201512,2415,2415번(자양동~대치동),한별구립어린이집,7930,3309,20160308
201512,2415,2415번(자양동~대치동),대치현대아파트,10793,4762,20160308
201512,2415,2415번(자양동~대치동),대치동현대아파트,5619,5852,20160308
201512,2415,2415번(자양동~대치동),잠실역.롯데월드,8089,3611,20160308
201512,2415,2415번(자양동~대치동),잠실트리지움아파트앞,1589,2227,20160308
201512,2415,2415번(자양동~대치동),무역센타,6011,7995,20160308
201512,2415,2415번(자양동~대치동),잠실2동주민센터 신천역8번출구앞,1116,5914,20160308
201512,2415,2415번(자양동~대치동),잠실5단지,3841,3004,20160308
201512,2415,2415번(자양동~대치동),포스코사거리,20701,4514,20160308
201512,2415,2415번(자양동~대치동),대치사거리,8604,2495,20160308
201512,2415,2415번(자양동~대치동),하나은행,3597,9914,20160308
201512,2415,2415번(자양동~대치동),잠실역,30201,8396,20160308
201512,2415,2415번(자양동~대치동),국민은행자양지점앞,462,16849,20160308
201512,2415,2415번(자양동~대치동),국민은행자양지점앞,19226,666,20160308
201512,2415,2415번(자양동~대치동),자양미소약국.자양골목시장,13975,179,20160308
201512,2415,2415번(자양동~대치동),신자초등학교앞,7990,33,20160308
201512,2415,2415번(자양동~대치동),신자초등학교앞,28,5984,20160308
201512,2415,2415번(자양동~대치동),강남경찰서.강남운전면허시험장,3294,5050,20160308
201512,2415,2415번(자양동~대치동),중대부고,8520,2391,20160308
201512,2415,2415번(자양동~대치동),청담역,12957,2482,20160308
201512,3220,3220번(오금동~청량리),광진구청,7231,2576,20160308
201512,3220,3220번(오금동~청량리),광진구청,4956,7075,20160308
201512,3220,3220번(오금동~청량리),청년회의소,5216,6483,20160308
201512,3220,3220번(오금동~청량리),장한평역,4406,11029,20160308
201512,3220,3220번(오금동~청량리),청년회의소,3026,1871,20160308
201512,3220,3220번(오금동~청량리),동답초교.대림아파트,4380,2617,20160308
201512,3220,3220번(오금동~청량리),성내동미주아파트,950,4882,20160308
201512,3220,3220번(오금동~청량리),송정동건영아파트,4269,5256,20160308
201512,3220,3220번(오금동~청량리),강동구청,6659,2861,20160308
201512,3220,3220번(오금동~청량리),강동구청,3006,6323,20160308
201512,3220,3220번(오금동~청량리),윤선생영어교실앞.삼성SNS,9819,2428,20160308
201512,3220,3220번(오금동~청량리),오륜교회앞,3075,2372,20160308
201512,3220,3220번(오금동~청량리),올림픽공원테니스장,73,800,20160308
201512,3220,3220번(오금동~청량리),서울체육중.고등학교,90,633,20160308
201512,3220,3220번(오금동~청량리),윤선생영어교실앞.삼성SNS,2695,7002,20160308
201512,3220,3220번(오금동~청량리),올림픽대교북단사거리,1828,4670,20160308
201512,3220,3220번(오금동~청량리),구의시장삼거리,2657,6082,20160308
201512,3220,3220번(오금동~청량리),올림픽선수촌아파트,1764,956,20160308
201512,3220,3220번(오금동~청량리),오금동신흥기업종점,6,3285,20160308
201512,3220,3220번(오금동~청량리),오금동대림아파트,1577,4484,20160308
201512,3220,3220번(오금동~청량리),동아.위더스빌아파트,5216,2107,20160308
201512,3220,3220번(오금동~청량리),동답한신동아아파트,6076,2740,20160308
201512,3220,3220번(오금동~청량리),서울성심병원,2116,1718,20160308
201512,3220,3220번(오금동~청량리),광진경찰서,8400,3311,20160308
201512,3220,3220번(오금동~청량리),청솔우성아파트.답십리종합상가,4057,3116,20160308
201512,3220,3220번(오금동~청량리),청량리역환승센터,22569,12524,20160308
201512,3220,3220번(오금동~청량리),화양리,5876,4800,20160308
201512,3220,3220번(오금동~청량리),강동구청역농협중앙회,1502,1845,20160308
201512,3220,3220번(오금동~청량리),현대아파트앞,3680,3434,20160308
201512,3220,3220번(오금동~청량리),광진경찰서,3260,4597,20160308
201512,3220,3220번(오금동~청량리),장한평역,10806,5219,20160308
201512,3220,3220번(오금동~청량리),건대입구역사거리,9960,9737,20160308
201512,3220,3220번(오금동~청량리),보성중고등학교,232,1775,20160308
201512,3220,3220번(오금동~청량리),올림픽대교남단,2529,463,20160308
201512,3220,3220번(오금동~청량리),전농시장앞,2004,1943,20160308
201512,3220,3220번(오금동~청량리),동대문구답십리도서관앞,2847,1300,20160308
201512,3220,3220번(오금동~청량리),동답한신.대림아파트동대문체육관,673,1702,20160308
201512,3220,3220번(오금동~청량리),한양아파트.청솔우성아파트후문,473,1559,20160308
201512,3220,3220번(오금동~청량리),촬영소사거리.세양청마루아파트앞,3237,3659,20160308
201512,3220,3220번(오금동~청량리),동대문중학교,653,552,20160308
201512,3220,3220번(오금동~청량리),촬영소사거리.동답초등학교,1982,1665,20160308
201512,3220,3220번(오금동~청량리),답십리2동두산아파트,2141,1969,20160308
201512,3220,3220번(오금동~청량리),동아.위더스빌아파트,2699,4823,20160308
201512,3220,3220번(오금동~청량리),서울시동부교육지원청.해성국제컨벤션고교,2789,3031,20160308
201512,3220,3220번(오금동~청량리),서울시립대학교앞,3350,4180,20160308
201512,3220,3220번(오금동~청량리),떡전교앞,4026,2757,20160308
201512,3220,3220번(오금동~청량리),청솔우성아파트.답십리종합상가,2024,2644,20160308
201512,3220,3220번(오금동~청량리),군자교남단,2194,3856,20160308
201512,3220,3220번(오금동~청량리),오금동대림아파트,2137,812,20160308
201512,3220,3220번(오금동~청량리),풍납동극동.쌍용아파트,3973,9073,20160308
201512,3220,3220번(오금동~청량리),올림픽대교북단사거리,8048,3087,20160308
201512,3220,3220번(오금동~청량리),구의시장삼거리,3646,2557,20160308
201512,3220,3220번(오금동~청량리),신흥기업종점,1949,153,20160308
201512,3220,3220번(오금동~청량리),신흥기업입구,3857,20,20160308
201512,3220,3220번(오금동~청량리),올림픽공원역,2255,4589,20160308
201512,3220,3220번(오금동~청량리),올림픽공원역,6609,1622,20160308
201512,3220,3220번(오금동~청량리),오금공원사거리,25,1945,20160308
201512,3220,3220번(오금동~청량리),오금공원사거리,1779,209,20160308
201512,3220,3220번(오금동~청량리),성내동미주아파트,4349,1583,20160308
201512,3220,3220번(오금동~청량리),방이역,4312,1519,20160308
201512,3220,3220번(오금동~청량리),강동보건소,3264,3222,20160308
201512,3220,3220번(오금동~청량리),강동보건소,2069,2989,20160308
201512,3220,3220번(오금동~청량리),풍납동극동.쌍용아파트,4377,2002,20160308
201512,3220,3220번(오금동~청량리),자양사거리,1114,4076,20160308
201512,3220,3220번(오금동~청량리),자양사거리,5532,2126,20160308
201512,3220,3220번(오금동~청량리),자양초등학교앞,1788,2851,20160308
201512,3220,3220번(오금동~청량리),자양초등학교앞,3470,3679,20160308
201512,3220,3220번(오금동~청량리),건국대학교앞,3698,10804,20160308
201512,3220,3220번(오금동~청량리),건국대학교앞,16024,4550,20160308
201512,3220,3220번(오금동~청량리),어린이대공원역.화양천주교회,2046,3382,20160308
201512,3220,3220번(오금동~청량리),어린이대공원역.화양천주교회,3017,3479,20160308
201512,3220,3220번(오금동~청량리),군자교남단,1586,5453,20160308
201512,3220,3220번(오금동~청량리),서울화양초등학교,1668,4190,20160308
201512,3220,3220번(오금동~청량리),건대입구역사거리.건대병원,20906,20546,20160308
201512,3220,3220번(오금동~청량리),송정동건영아파트,6453,4117,20160308
201512,3220,3220번(오금동~청량리),화양리,5237,4658,20160308
201512,3220,3220번(오금동~청량리),송정동서울숲아이파크,8122,6803,20160308
201512,3220,3220번(오금동~청량리),송정동서울숲아이파크,4752,5341,20160308
201512,3220,3220번(오금동~청량리),풍안시장.동답초교,1981,3153,20160308
201512,3220,3220번(오금동~청량리),동답한신동아아파트,2632,3764,20160308
201512,3220,3220번(오금동~청량리),답십리2동한양아파트앞,1028,1987,20160308
201512,3220,3220번(오금동~청량리),답십리2동한양아파트앞,1609,1455,20160308
201512,3220,3220번(오금동~청량리),하나은행장안동지점,541,2529,20160308
201512,3220,3220번(오금동~청량리),전농우체국앞,2799,3150,20160308
201512,3220,3220번(오금동~청량리),전농우체국앞,3280,2557,20160308
201512,3220,3220번(오금동~청량리),전농래미안크레시티아파트,930,1382,20160308
201512,3220,3220번(오금동~청량리),성바오로병원앞,2607,10045,20160308
201512,3316,3316번(마천동~천호역),오륜사거리,255,3035,20160308
201512,3316,3316번(마천동~천호역),오륜사거리,1585,1440,20160308
201512,3316,3316번(마천동~천호역),파크데일아파트입구,1790,697,20160308
201512,3316,3316번(마천동~천호역),파크데일아파트1단지앞,7135,381,20160308
201512,3316,3316번(마천동~천호역),파크데일아파트2단지앞,2210,328,20160308
201512,3316,3316번(마천동~천호역),파크데일아파트입구,1964,351,20160308
201512,3316,3316번(마천동~천호역),마천동금호어울림1차아파트,308,4598,20160308
201512,3316,3316번(마천동~천호역),마천시장마천동우방아파트앞,1223,6379,20160308
201512,3316,3316번(마천동~천호역),청암노인요양원,242,3073,20160308
201512,3316,3316번(마천동~천호역),남천초교마천동우방아파트앞,9162,1694,20160308
201512,3316,3316번(마천동~천호역),천호역5번출구.천호사거리,13287,20864,20160308
201512,3316,3316번(마천동~천호역),천호사거리.천호역6번출구,20514,3236,20160308
201512,3316,3316번(마천동~천호역),송파상운종점,3,739,20160308
201512,3316,3316번(마천동~천호역),동북고등학교,4874,2655,20160308
201512,3316,3316번(마천동~천호역),서부입구,2028,3227,20160308
201512,3316,3316번(마천동~천호역),효죽동입구,3886,1730,20160308
201512,3316,3316번(마천동~천호역),종점,1210,47,20160308
201512,3316,3316번(마천동~천호역),남한산성입구,1887,141,20160308
201512,3316,3316번(마천동~천호역),서하남IC입구,1086,3234,20160308
201512,3316,3316번(마천동~천호역),서문교회앞,5135,6995,20160308
201512,3316,3316번(마천동~천호역),남한산성입구,141,1891,20160308
201512,3316,3316번(마천동~천호역),송파구립마천청소년수련관,1696,55,20160308
201512,3316,3316번(마천동~천호역),송파구립마천청소년수련관,45,2214,20160308
201512,3316,3316번(마천동~천호역),송파보훈회관.금호어울림2차,2881,112,20160308
201512,3316,3316번(마천동~천호역),송파보훈회관.금호어울림2차,92,3577,20160308
201512,3316,3316번(마천동~천호역),비호아파트,6,708,20160308
201512,3316,3316번(마천동~천호역),비호아파트,342,83,20160308
201512,3316,3316번(마천동~천호역),청암노인요양원,1832,851,20160308
201512,3316,3316번(마천동~천호역),마천동사거리,1178,6374,20160308
201512,3316,3316번(마천동~천호역),마천동사거리,7721,2133,20160308
201512,3316,3316번(마천동~천호역),마천2동윤진빌딩.신동아아파트,10651,2341,20160308
201512,3316,3316번(마천동~천호역),마천2동윤진빌딩.신동아아파트,1920,7776,20160308
201512,3316,3316번(마천동~천호역),효죽동입구,1897,2873,20160308
201512,3316,3316번(마천동~천호역),거여초등학교,1918,10009,20160308
201512,3316,3316번(마천동~천호역),거여초등학교,8508,1641,20160308
201512,3316,3316번(마천동~천호역),길동사거리.강동세무서,2521,13599,20160308
201512,3316,3316번(마천동~천호역),길동사거리.강동세무서,12131,2400,20160308
201512,3316,3316번(마천동~천호역),동명약국앞,3975,2726,20160308
201512,3316,3316번(마천동~천호역),혜림교회앞,3571,4177,20160308
201512,3316,3316번(마천동~천호역),둔촌동역2번출구,4522,8222,20160308
201512,3316,3316번(마천동~천호역),둔촌동역4번출구,13458,9575,20160308
201512,3316,3316번(마천동~천호역),둔촌종합상가,12414,10418,20160308
201512,3316,3316번(마천동~천호역),둔촌종합상가,5101,7725,20160308
201512,3316,3316번(마천동~천호역),강동역1번출구.동신중학교,985,11269,20160308
201512,3316,3316번(마천동~천호역),강동역(동신중학교),9040,981,20160308
201512,3214,3214번(마천동~강변역),마천동금호어울림1차아파트,282,4220,20160308
201512,3214,3214번(마천동~강변역),마천시장마천동우방아파트앞,1107,5172,20160308
201512,3214,3214번(마천동~강변역),청암노인요양원,254,2514,20160308
201512,3214,3214번(마천동~강변역),남천초교마천동우방아파트앞,7458,554,20160308
201512,3214,3214번(마천동~강변역),마천동금호어울림1차아파트,5282,263,20160308
201512,3214,3214번(마천동~강변역),올림픽선수촌아파트,2028,2651,20160308
201512,3214,3214번(마천동~강변역),오금동대림아파트,9969,8323,20160308
201512,3214,3214번(마천동~강변역),강동구청역농협중앙회,1406,648,20160308
201512,3214,3214번(마천동~강변역),현대아파트앞,836,1029,20160308
201512,3214,3214번(마천동~강변역),강동구청역1번출구.영파여고,2279,1192,20160308
201512,3214,3214번(마천동~강변역),현대아파트앞,2591,952,20160308
201512,3214,3214번(마천동~강변역),천호역5번출구.천호사거리,3604,13218,20160308
201512,3214,3214번(마천동~강변역),보성중고등학교,477,2459,20160308
201512,3214,3214번(마천동~강변역),올림픽대교남단,1715,569,20160308
201512,3214,3214번(마천동~강변역),천호사거리.천호역6번출구,14426,2539,20160308
201512,3214,3214번(마천동~강변역),송파상운종점,2,154,20160308
201512,3214,3214번(마천동~강변역),송파참병원,628,2640,20160308
201512,3214,3214번(마천동~강변역),신흥기업입구,3010,4493,20160308
201512,3214,3214번(마천동~강변역),종점,1552,12,20160308
201512,3214,3214번(마천동~강변역),남한산성입구,2251,117,20160308
201512,3214,3214번(마천동~강변역),보성중고등학교,514,2462,20160308
201512,3214,3214번(마천동~강변역),오금동대림아파트,3472,4257,20160308
201512,3214,3214번(마천동~강변역),천호역.풍납시장,3121,4671,20160308
201512,3214,3214번(마천동~강변역),풍납동극동.쌍용아파트,1526,1881,20160308
201512,3214,3214번(마천동~강변역),남한산성입구,111,1962,20160308
201512,3214,3214번(마천동~강변역),송파구립마천청소년수련관,2433,82,20160308
201512,3214,3214번(마천동~강변역),송파구립마천청소년수련관,45,2007,20160308
201512,3214,3214번(마천동~강변역),송파보훈회관.금호어울림2차,4171,110,20160308
201512,3214,3214번(마천동~강변역),송파보훈회관.금호어울림2차,76,3439,20160308
201512,3214,3214번(마천동~강변역),비호아파트,5,1211,20160308
201512,3214,3214번(마천동~강변역),비호아파트,418,78,20160308
201512,3214,3214번(마천동~강변역),청암노인요양원,1453,513,20160308
201512,3214,3214번(마천동~강변역),마천동사거리,1101,5417,20160308
201512,3214,3214번(마천동~강변역),마천동사거리,6778,986,20160308
201512,3214,3214번(마천동~강변역),마천2동윤진빌딩.신동아아파트,8940,1270,20160308
201512,3214,3214번(마천동~강변역),마천2동윤진빌딩.신동아아파트,1732,5880,20160308
201512,3214,3214번(마천동~강변역),거여초등학교,1672,4917,20160308
201512,3214,3214번(마천동~강변역),거여초등학교,5497,1342,20160308
201512,3214,3214번(마천동~강변역),길동사거리.강동세무서,3552,9706,20160308
201512,3214,3214번(마천동~강변역),길동사거리.강동세무서,8876,3100,20160308
201512,3214,3214번(마천동~강변역),동명약국앞,3189,2255,20160308
201512,3214,3214번(마천동~강변역),송파참병원,2553,2171,20160308
201512,3214,3214번(마천동~강변역),혜림교회앞,2809,3255,20160308
201512,3214,3214번(마천동~강변역),둔촌동역2번출구,3110,4538,20160308
201512,3214,3214번(마천동~강변역),둔촌동역4번출구,7284,7732,20160308
201512,3214,3214번(마천동~강변역),둔촌종합상가,9002,5633,20160308
201512,3214,3214번(마천동~강변역),둔촌종합상가,5766,4575,20160308
201512,3214,3214번(마천동~강변역),신흥기업입구,5103,2981,20160308
201512,3214,3214번(마천동~강변역),올림픽공원역,6057,3694,20160308
201512,3214,3214번(마천동~강변역),강동역1번출구.동신중학교,1442,7072,20160308
201512,3214,3214번(마천동~강변역),올림픽공원역,6392,3738,20160308
201512,3214,3214번(마천동~강변역),강동역(동신중학교),5435,2188,20160308
201512,3214,3214번(마천동~강변역),오금공원사거리,2872,3463,20160308
201512,3214,3214번(마천동~강변역),오금공원사거리,2825,4888,20160308
201512,3214,3214번(마천동~강변역),방이역,5342,4511,20160308
201512,3214,3214번(마천동~강변역),천호역,3354,1487,20160308
201512,3214,3214번(마천동~강변역),영파여고.강동구청역,1637,2194,20160308
201512,3214,3214번(마천동~강변역),풍납동극동.쌍용아파트,1399,939,20160308
201512,3214,3214번(마천동~강변역),현대2단지,572,3800,20160308
201512,3214,3214번(마천동~강변역),테크노마트앞.강변역,11187,10887,20160308
201512,202,202번(불암동~후암동),을지로6가.국립중앙의료원,8990,9687,20160308
201512,202,202번(불암동~후암동),갈월동,2413,2771,20160308
201512,202,202번(불암동~후암동),서울역버스환승센터,12806,8325,20160308
201512,202,202번(불암동~후암동),충무아트홀.스포츠센터.중부소방서,8063,4965,20160308
201512,202,202번(불암동~후암동),롯데백화점,11582,13775,20160308
201512,202,202번(불암동~후암동),을지로4가.베스트웨스턴국도,4715,3548,20160308
201512,202,202번(불암동~후암동),북창동.남대문시장,5783,8361,20160308
201512,202,202번(불암동~후암동),신안인스빌아파트,806,4780,20160308
201512,202,202번(불암동~후암동),화접초등학교,662,4888,20160308
201512,202,202번(불암동~후암동),KCC스위첸아파트,346,1772,20160308
201512,202,202번(불암동~후암동),쌍용예가아파트,1070,8168,20160308
201512,202,202번(불암동~후암동),쌍용예가아파트,12258,842,20160308
201512,202,202번(불암동~후암동),KCC스위첸아파트,3233,698,20160308
201512,202,202번(불암동~후암동),화접초등학교,8490,400,20160308
201512,202,202번(불암동~후암동),신안인스빌아파트,6563,664,20160308
201512,202,202번(불암동~후암동),별내리슈빌아파트,2117,9380,20160308
201512,202,202번(불암동~후암동),별내리슈빌아파트,11730,1112,20160308
201512,202,202번(불암동~후암동),단독2,473,3063,20160308
201512,202,202번(불암동~후암동),단독2,3036,679,20160308
201512,202,202번(불암동~후암동),주공1,1180,4061,20160308
201512,202,202번(불암동~후암동),별내더샵아파트,994,8202,20160308
201512,202,202번(불암동~후암동),동익미라벨아파트,2844,10140,20160308
201512,202,202번(불암동~후암동),쌍용예가아파트정문앞,903,8577,20160308
201512,202,202번(불암동~후암동),쌍용예가아파트정문앞,5355,677,20160308
201512,202,202번(불암동~후암동),동익미라벨아파트,14712,2180,20160308
201512,202,202번(불암동~후암동),별내더샵아파트,9608,1176,20160308
201512,202,202번(불암동~후암동),주공1,8688,1021,20160308
201512,202,202번(불암동~후암동),청량리청과물도매시장,7350,6366,20160308
201512,202,202번(불암동~후암동),청량리미주아파트.동대문세무서,2229,7540,20160308
201512,202,202번(불암동~후암동),남대문경찰서,3343,10186,20160308
201512,202,202번(불암동~후암동),중랑교,7093,4536,20160308
201512,202,202번(불암동~후암동),상왕십리역,1833,8246,20160308
201512,202,202번(불암동~후암동),묵1동주민센터입구.먹골역,10269,17025,20160308
201512,202,202번(불암동~후암동),서울성심병원,4723,2748,20160308
201512,202,202번(불암동~후암동),삼육서울병원,6828,7215,20160308
201512,202,202번(불암동~후암동),삼육서울병원,9180,5463,20160308
201512,202,202번(불암동~후암동),담터고개,2533,452,20160308
201512,202,202번(불암동~후암동),태릉입구,1681,8237,20160308
201512,202,202번(불암동~후암동),청량리역환승센타,12292,19552,20160308
201512,202,202번(불암동~후암동),미리내마을4.2단지.한별초등학교,472,9805,20160308
201512,202,202번(불암동~후암동),미리내마을4.2단지.한별초등학교,10701,1179,20160308
201512,202,202번(불암동~후암동),숭례문,3585,6988,20160308
201512,202,202번(불암동~후암동),태릉강릉,38,504,20160308
201512,202,202번(불암동~후암동),태릉강릉,312,85,20160308
201512,202,202번(불암동~후암동),상왕십리역,14027,7152,20160308
201512,202,202번(불암동~후암동),묵1동주민센터입구.먹골역,21427,8615,20160308
201512,202,202번(불암동~후암동),먹골역,4605,8232,20160308
201512,202,202번(불암동~후암동),먹골역,11174,4928,20160308
